FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 13 038,Indicador superadiabático,0,No superadiabático,,,,,
0 13 038,Indicador superadiabático,1,Superadiabático,,,,,
0 13 038,Indicador superadiabático,2,Reservada,,,,,
0 13 038,Indicador superadiabático,3,Valor faltante,,,,,
0 13 039,Tipo de terreno (hielo/nieve),0,Hielo marino,,,,,
0 13 039,Tipo de terreno (hielo/nieve),1,Nieve en tierra,,,,,
0 13 039,Tipo de terreno (hielo/nieve),2-6,Reservadas,,,,,
0 13 039,Tipo de terreno (hielo/nieve),7,Valor faltante,,,,,
0 13 040,Banderín de superficie,0,Tierra,,,,,
0 13 040,Banderín de superficie,1,Reservada,,,,,
0 13 040,Banderín de superficie,2,Cerca de la costa,,,,,
0 13 040,Banderín de superficie,3,Hielo,,,,,
0 13 040,Banderín de superficie,4,Posibilidad de hielo,,,,,
0 13 040,Banderín de superficie,5,Océano,,,,,
0 13 040,Banderín de superficie,6,Costa,,,,,
0 13 040,Banderín de superficie,7,Aguas interiores*,,,,,
0 13 040,Banderín de superficie,8,Cubierta de nieve,,,,,
0 13 040,Banderín de superficie,9,Hielo marino,,,,,
0 13 040,Banderín de superficie,10,Agua estancada,,,,,
0 13 040,Banderín de superficie,11,Nieve,,,,,
0 13 040,Banderín de superficie,12-14,Reservadas,,,,,
0 13 040,Banderín de superficie,15,Valor faltante,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,1,A,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,2,A-B,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,3,B,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,4,B-C,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,5,C,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,6,D,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,7,E,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,8,F,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,9,G,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,10-14,Reservadas,,,,,
0 13 041,Categoría de estabilidad de Pasquill-Gifford,15,Valor faltante,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",0,Inferior a cualquier valor registrado durante el período de 30 años,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",1,En el primer quintil,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",2,En el segundo quintil,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",3,En el tercer quintil,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",4,En el cuarto quintil,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",5,En el quinto quintil,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",6,Superior a cualquier valor registrado durante el período de 30 años,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",7-14,Reservadas,,,,,
0 13 051,"Grupo de frecuencia, precipitaciones",15,Valor faltante,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,0,No hay precipitación,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,1,Escasa e intermitente,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,2,Moderada e intermitente,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,3,Abundante e intermitente,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,4,Muy abundante e intermitente,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,5,Escasa y continua,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,6,Moderada y continua,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,7,Abundante y continua,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,8,Muy abundante y continua,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,9,Variable alternadamente escasa y abundante,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,10-14,Reservadas,,,,,
0 13 056,Naturaleza e intensidad de la precipitación,15,Valor faltante,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,0,No hay precipitación,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,1,Hace menos de una hora,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,2,Hace 1 a 2 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,3,Hace 2 a 3 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,4,Hace 3 a 4 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,5,Hace 4 a 5 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,6,Hace 5 a 6 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,7,Hace 6 a 8 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,8,Hace 8 a 10 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,9,Hace más de 10 horas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,10-14,Reservadas,,,,,
0 13 057,Hora de comienzo o fin de la precipitación,15,Valor faltante,,,,,
