FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
021066,El equipo de proceso no funciona (Datos sobre el grado de confianza del producto del dispersómetro de onda),1,El equipo de proceso no funciona,,,,,Operational
021066,Falla en el equipo (Datos sobre el grado de confianza del producto del dispersómetro de onda),2,Falla en el equipo,,,,,Operational
021066,La clave de PRF cambió durante la generación de la imagen (Datos sobre el grado de confianza del producto del dispersómetro de onda),3,La clave de PRF cambió durante la generación de la imagen,,,,,Operational
021066,La ventana de muestreo cambió durante la generación de la imagen (Datos sobre el grado de confianza del producto del dispersómetro de onda),4,La ventana de muestreo cambió durante la generación de la imagen,,,,,Operational
021066,La gacia cambió durante la generación de la imagen (Datos sobre el grado de confianza del producto del dispersómetro de onda),5,La gacia cambió durante la generación de la imagen,,,,,Operational
021066,"La réplica de los impulsos modulados en frecuencia (“chirp"") excede el valor especificado (Datos sobre el grado de confianza del producto del dispersómetro de onda)",6,"La réplica de los impulsos modulados en frecuencia (“chirp"") excede el valor especificado",,,,,Operational
021066,La desviación media y la desviación típica de los datos de entrada en fase y en cuadratura caen fuera de la gama de valores (Datos sobre el grado de confianza del producto del dispersómetro de onda),7,La desviación media y la desviación típica de los datos de entrada en fase y en cuadratura caen fuera de la gama de valores,,,,,Operational
021066,Grado de confianza del punto medio Doppler > valor MMCC (Datos sobre el grado de confianza del producto del dispersómetro de onda),8,Grado de confianza del punto medio Doppler > valor MMCC,,,,,Operational
021066,Valor absoluto del punto medio Doppler > PRF/2 (Datos sobre el grado de confianza del producto del dispersómetro de onda),9,Valor absoluto del punto medio Doppler > PRF/2,,,,,Operational
021066,Grado de confianza de la ambigüedad Doppler < valor MMCC (Datos sobre el grado de confianza del producto del dispersómetro de onda),10,Grado de confianza de la ambigüedad Doppler < valor MMCC,,,,,Operational
021066,La desviación media y la desviación típica de los datos de salida ≤ valor MMCC (Datos sobre el grado de confianza del producto del dispersómetro de onda),11,La desviación media y la desviación típica de los datos de salida ≤ valor MMCC,,,,,Operational
021066,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Estado de la calibración del altímetro del satélite),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Modo del instrumento del altímetro del satélite),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Representación de intensidades),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Banderín de lluvia de altímetro),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Banderín de variación en borde posterior),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Coubicación de haces),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Calidad de la célula del vector viento),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 12,Valor faltante,,,,,Operational
021066,Valor faltante (Indicador de presencia de hielo),Los 12,Valor faltante,,,,,Operational
021067,Ningún cálculo del haz anterior (Datos sobre el grado de confianza del producto de la medición del viento),1,Ningún cálculo del haz anterior,,,,,Operational
021067,Ningún cálculo del haz medio (Datos sobre el grado de confianza del producto de la medición del viento),2,Ningún cálculo del haz medio,,,,,Operational
021067,Ningún cálculo del haz posterior (Datos sobre el grado de confianza del producto de la medición del viento),3,Ningún cálculo del haz posterior,,,,,Operational
021067,Arqueo detectado del haz anterior (Datos sobre el grado de confianza del producto de la medición del viento),4,Arqueo detectado del haz anterior,,,,,Operational
021067,Arqueo detectado del haz medio (Datos sobre el grado de confianza del producto de la medición del viento),5,Arqueo detectado del haz medio,,,,,Operational
021067,Arqueo detectado del haz posterior (Datos sobre el grado de confianza del producto de la medición del viento),6,Arqueo detectado del haz posterior,,,,,Operational
021067,Todo contenido de ruido del haz superior o igual al umbral (Datos sobre el grado de confianza del producto de la medición del viento),7,Todo contenido de ruido del haz superior o igual al umbral,,,,,Operational
021067,Tierra (toda porción de tierra en la casilla de la proyección del haz) (Datos sobre el grado de confianza del producto de la medición del viento),8,Tierra (toda porción de tierra en la casilla de la proyección del haz),,,,,Operational
021067,Supresor de ambigüedad autónoma no utilizado (Datos sobre el grado de confianza del producto de la medición del viento),9,Supresor de ambigüedad autónoma no utilizado,,,,,Operational
021067,Antecedentes meteorológicos no utilizados (Datos sobre el grado de confianza del producto de la medición del viento),10,Antecedentes meteorológicos no utilizados,,,,,Operational
021067,Umbral residual mínimo excedido (Datos sobre el grado de confianza del producto de la medición del viento),11,Umbral residual mínimo excedido,,,,,Operational
021067,Detectado error de suma de comprobación de cuadro (Datos sobre el grado de confianza del producto de la medición del viento),12,Detectado error de suma de comprobación de cuadro,,,,,Operational
021067,Detectado error de suma de comprobación de cuadro (Datos sobre el grado de confianza del producto del altímetro del radar),12,Detectado error de suma de comprobación de cuadro,,,,,Operational
021067,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Estado de la calibración del altímetro del satélite),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Modo del instrumento del altímetro del satélite),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Representación de intensidades),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Banderín de lluvia de altímetro),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Banderín de variación en borde posterior),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Coubicación de haces),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Calidad de la célula del vector viento),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 13,Valor faltante,,,,,Operational
021067,Valor faltante (Indicador de presencia de hielo),Los 13,Valor faltante,,,,,Operational
021068,Desviación típica de la velocidad del viento fuera del límite de MMCC (Datos sobre el grado de confianza del producto del altímetro del radar),1,Desviación típica de la velocidad del viento fuera del límite de MMCC,,,,,Operational
021068,Desviación típica de la altura de las olas significativas fuera del límite de MMCC (Datos sobre el grado de confianza del producto del altímetro del radar),2,Desviación típica de la altura de las olas significativas fuera del límite de MMCC,,,,,Operational
021068,Desviación típica de la altitud fuera del límite de MMCC (Datos sobre el grado de confianza del producto del altímetro del radar),3,Desviación típica de la altitud fuera del límite de MMCC,,,,,Operational
021068,Máximas (valores medios) fuera del límite de MMCC (Datos sobre el grado de confianza del producto del altímetro del radar),4,Máximas (valores medios) fuera del límite de MMCC,,,,,Operational
021068,Detectado error de suma de comprobación de cuadro (Datos sobre el grado de confianza del producto de la medición del viento),5,Detectado error de suma de comprobación de cuadro,,,,,Operational
021068,Detectado error de suma de comprobación de cuadro (Datos sobre el grado de confianza del producto del altímetro del radar),5,Detectado error de suma de comprobación de cuadro,,,,,Operational
021068,Corrección de la constante de tiempo de la curva altura-tiempo no aplicada (Datos sobre el grado de confianza del producto del altímetro del radar),6,Corrección de la constante de tiempo de la curva altura-tiempo no aplicada,,,,,Operational
021068,Mediciones insuficientes (N < 10) (Datos sobre el grado de confianza del producto del altímetro del radar),7,Mediciones insuficientes (N < 10),,,,,Operational
021068,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 8,Valor faltante,,,,,Operational
