FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
021068,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Estado de la calibración del altímetro del satélite),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Modo del instrumento del altímetro del satélite),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Representación de intensidades),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Banderín de lluvia de altímetro),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Banderín de variación en borde posterior),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Coubicación de haces),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Calidad de la célula del vector viento),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 8,Valor faltante,,,,,Operational
021068,Valor faltante (Indicador de presencia de hielo),Los 8,Valor faltante,,,,,Operational
021069,"Canal de 12,0 µm presente en los datos de la fuente (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",1,"Canal de 12,0 µm presente en los datos de la fuente",,,,,Operational
021069,"Canal de 11,0 µm presente en los datos de la fuente (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",2,"Canal de 11,0 µm presente en los datos de la fuente",,,,,Operational
021069,"Canal de 3,7 µm presente en los datos de la fuente (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",3,"Canal de 3,7 µm presente en los datos de la fuente",,,,,Operational
021069,"Canal de 1,6 µm presente en los datos de la fuente (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",4,"Canal de 1,6 µm presente en los datos de la fuente",,,,,Operational
021069,"Identificación de nubes utilizando prueba de nubes con histograma de factor de reflexión de 1,6 µm (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",5,"Identificación de nubes utilizando prueba de nubes con histograma de factor de reflexión de 1,6 µm",,,,,Operational
021069,"Umbral dinámico utilizando prueba de nubes con histograma de factor de reflexión de 1,6 µm (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",6,"Umbral dinámico utilizando prueba de nubes con histograma de factor de reflexión de 1,6 µm",,,,,Operational
021069,"Destello solar detectado por prueba de nubes con histograma de reflexión de 1,6 µm (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",7,"Destello solar detectado por prueba de nubes con histograma de reflexión de 1,6 µm",,,,,Operational
021069,"Canal de 3,7 µm utilizado en la recuperación de la temperatura de la superficie del mar (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",8,"Canal de 3,7 µm utilizado en la recuperación de la temperatura de la superficie del mar",,,,,Operational
021069,"Cálculo de la temperatura de la superficie del mar a partir de datos diurnos (si cero, entonces se emplean datos nocturnos) (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST))",9,"Cálculo de la temperatura de la superficie del mar a partir de datos diurnos (si cero, entonces se emplean datos nocturnos)",,,,,Operational
021069,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Estado de la calibración del altímetro del satélite),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Modo del instrumento del altímetro del satélite),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Representación de intensidades),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Banderín de lluvia de altímetro),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Banderín de variación en borde posterior),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Coubicación de haces),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Calidad de la célula del vector viento),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 10,Valor faltante,,,,,Operational
021069,Valor faltante (Indicador de presencia de hielo),Los 10,Valor faltante,,,,,Operational
021070,"Recuperación de datos de la temperatura de la superficie del mar, visión del nadir únicamente, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",1-9,"Recuperación de datos de la temperatura de la superficie del mar, visión del nadir únicamente, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco)",,,,,Operational
021070,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",1,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",2,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",3,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",4,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",5,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",6,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",7,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",8,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",9,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,Operational
021070,"Recuperación de datos de la temperatura de la superficie del mar, visión doble, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",10-18,"Recuperación de datos de la temperatura de la superficie del mar, visión doble, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco)",,,,,Operational
021070,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",10,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",11,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",12,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",13,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",14,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",15,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",16,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",17,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",18,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,Operational
021070,La visión del nadir contiene datos diurnos (nocturnos si cero) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),19,La visión del nadir contiene datos diurnos (nocturnos si cero),,,,,Operational
021070,La visión hacia adelante contiene datos diurnos (nocturnos si cero) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),20,La visión hacia adelante contiene datos diurnos (nocturnos si cero),,,,,Operational
021070,Los registros contienen contribuciones de escáner recopiladas cuando la plataforma ERS no está en modo de control de guiñada (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),21,Los registros contienen contribuciones de escáner recopiladas cuando la plataforma ERS no está en modo de control de guiñada,,,,,Operational
021070,Los registros contienen contribuciones de escáner si el grado de confianza del producto muestra que la calidad es baja o desconocida (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),22,Los registros contienen contribuciones de escáner si el grado de confianza del producto muestra que la calidad es baja o desconocida,,,,,Operational
021070,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Estado de la calibración del altímetro del satélite),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Modo del instrumento del altímetro del satélite),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Representación de intensidades),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Banderín de lluvia de altímetro),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Banderín de variación en borde posterior),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Coubicación de haces),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Calidad de la célula del vector viento),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 23,Valor faltante,,,,,Operational
021070,Valor faltante (Indicador de presencia de hielo),Los 23,Valor faltante,,,,,Operational
021072,Aplicada corrección de error de la altura en vez de calibración en bucle abierto (Estado de la calibración del altímetro del satélite),1,Aplicada corrección de error de la altura en vez de calibración en bucle abierto,,,,,Operational
021072,Utilizado sondeador de microondas para la corrección de la troposfera (Estado de la calibración del altímetro del satélite),2,Utilizado sondeador de microondas para la corrección de la troposfera,,,,,Operational
021072,Aplicada corrección de la salida del CAG en vez de calibración en bucle abierto (Estado de la calibración del altímetro del satélite),3,Aplicada corrección de la salida del CAG en vez de calibración en bucle abierto,,,,,Operational
021072,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Estado de la calibración del altímetro del satélite),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Modo del instrumento del altímetro del satélite),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Representación de intensidades),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Banderín de lluvia de altímetro),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Banderín de variación en borde posterior),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Coubicación de haces),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Calidad de la célula del vector viento),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 4,Valor faltante,,,,,Operational
021072,Valor faltante (Indicador de presencia de hielo),Los 4,Valor faltante,,,,,Operational
021073,Registro de datos de relleno (Modo del instrumento del altímetro del satélite),1,Registro de datos de relleno,,,,,Operational
021073,Prueba (Modo del instrumento del altímetro del satélite),2,Prueba,,,,,Operational
021073,Calibración (bucle cerrado) (Modo del instrumento del altímetro del satélite),3,Calibración (bucle cerrado),,,,,Operational
021073,BITE (equipo de prueba incorporado) (Modo del instrumento del altímetro del satélite),4,BITE (equipo de prueba incorporado),,,,,Operational
021073,Recolección de datos en el hielo (Modo del instrumento del altímetro del satélite),5,Recolección de datos en el hielo,,,,,Operational
021073,Recolección de datos en el océano (Modo del instrumento del altímetro del satélite),6,Recolección de datos en el océano,,,,,Operational
021073,Búsqueda de datos en el hielo (Modo del instrumento del altímetro del satélite),7,Búsqueda de datos en el hielo,,,,,Operational
021073,Búsqueda de datos en el océano (Modo del instrumento del altímetro del satélite),8,Búsqueda de datos en el océano,,,,,Operational
021073,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Estado de la calibración del altímetro del satélite),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Modo del instrumento del altímetro del satélite),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Representación de intensidades),Los 9,Valor faltante,,,,,Operational
