ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
11,Viento y turbulencia BUFR/CREX,011083,Velocidad del viento,km h-1,0,0,9,km h-1,0,3,,,Operational
11,Viento y turbulencia BUFR/CREX,011084,Velocidad del viento,kt,0,0,8,kt,0,3,,,Operational
11,Viento y turbulencia BUFR/CREX,011085,Velocidad máxima del viento en ráfagas,km h-1,0,0,9,km h-1,0,3,,,Operational
11,Viento y turbulencia BUFR/CREX,011086,Velocidad máxima del viento en ráfagas,kt,0,0,8,kt,0,3,,,Operational
11,Viento y turbulencia BUFR/CREX,011095,Componente u del vector de viento del modelo,m s-1,1,-4096,13,m s-1,1,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011096,Componente v del vector de viento del modelo,m s-1,1,-4096,13,m s-1,1,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011097,Velocidad de viento altimétrica,m/s,2,0,12,m s-1,2,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011098,Velocidad de viento radiométrica,m/s,2,0,12,m s-1,2,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011100,Velocidad verdadera de la aeronave,m s-1,1,0,12,m s-1,1,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011101,Componente u de la velocidad terrestre de la aeronave,m s-1,1,-4096,13,m s-1,1,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011102,Componente v de la velocidad terrestre de la aeronave,m s-1,1,-4096,13,m s-1,1,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011103,Componente w de la velocidad terrestre de la aeronave,m s-1,1,-512,10,m s-1,1,3,,,Operational
11,Viento y turbulencia BUFR/CREX,011104,"""Rumbo verdadero de la aeronave","buque u otra plataforma móvil""",grado verdadero,0,0,9,grado verdadero,0,,,Operational
11,Viento y turbulencia BUFR/CREX,011105,Versión del algoritmo EDR*,Numérica,0,0,6,Numérica,0,2,,,Operational
11,Viento y turbulencia BUFR/CREX,011106,Confianza mínima móvil,Numérica,1,0,4,Numérica,1,2,,,Operational
11,Viento y turbulencia BUFR/CREX,011107,Número máximo de entradas incorrectas,Numérica,0,0,5,Numérica,0,2,,,Operational
11,Viento y turbulencia BUFR/CREX,011108,Ubicación de las cúspides,Numérica,1,0,4,Numérica,1,2,,,Operational
11,Viento y turbulencia BUFR/CREX,011109,Número de EDR correcto*,Numérica,0,0,4,Numérica,0,2,,,Operational
11,Viento y turbulencia BUFR/CREX,011110,Incertidumbre en el componente u,m s-1,1,-4096,13,m s-1,1,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011111,Incertidumbre en el componente v,m s-1,1,-4096,13,m s-1,1,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011112,Incertidumbre en el componente w,m s-1,2,-4096,13,m s-1,2,4,,,Operational
11,Viento y turbulencia BUFR/CREX,011113,Seguimiento de la correlación del vector,Numérica,3,-1000,12,Numérica,3,4,,,Operational
