ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
12,Temperatura BUFR/CREX,012002,Temperatura de bulbo húmedo,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012003,Temperatura del punto de rocío,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012004,Temperatura del aire a 2 m,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012005,Temperatura de bulbo húmedo a 2 m,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012006,Temperatura del punto de rocío a 2 m,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012007,Temperatura virtual,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012008,Incertidumbre en la temperatura virtual,K,1,0,12,°C,1,4,,,Published
12,Temperatura BUFR/CREX,012011,Temperatura máxima en altura y durante un período determinado,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012012,Temperatura mínima en altura y durante un período determinado,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012013,Temperatura mínima del suelo en el curso de las 12 horas precedentes,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012014,Temperatura máxima a 2 m en el curso de las 12 horas precedentes,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012015,Temperatura mínima a 2 m en el curso de las 12 horas precedentes,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012016,Temperatura máxima a 2 m en el curso de las 24 horas precedentes,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012017,Temperatura mínima a 2 m en el curso de las 24 horas precedentes,K,1,0,12,°C,1,3,,,Published
12,Temperatura BUFR/CREX,012021,Temperatura máxima a 2 m,K,2,0,16,°C,2,4,,,Published
12,Temperatura BUFR/CREX,012022,Temperatura mínima a 2 m,K,2,0,16,°C,2,4,,,Published
12,Temperatura BUFR/CREX,012023,Temperatura,°C,0,-99,8,°C,0,2,,,Published
