ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
,,008 043,Tipo de componente atmosférico químico o físico,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
,,008 044,Número de registro del CAS,CCITT IA5,0,0,88,Caracteres,0,11,,,
,,008 046,Tipo de componente químico o físico atmosférico,Tabla de cifrado común C-14,0,0,16,Tabla de cifrado común C-14,0,5,,,
,,008 049,Número de observaciones,Numérica,0,0,8,Numérica,0,3,,,
,,008 050,Calificador del número de valores faltantes en el cálculo de estadísticas,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,008 051,Calificador del número de valores faltantes en el cálculo de estadísticas,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,008 052,Condición por la que se deduce el número de días de ocurrencia,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
,,008 053,Calificador del día de ocurrencia,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,008 054,Calificador de la velocidad del viento o de las ráfagas de viento,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,008 060,Significación del modo de exploración de la muestra,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,008 065,Indicador de destello solar,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,008 066,Indicador de semitransparencia,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,008 070,Calificador del producto de sondeo vertical,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,008 072,Tipo de píxel(es),Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,008 074,Tipo de eco del altímetro,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,008 075,Calificador de órbita ascendente/descendente,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,008 076,Tipo de banda,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,
,,008 077,Tipo de superficie detectada mediante radiómetro,Tabla de cifrado,0,0,7,Tabla de cifrado,0,3,,,
,,008 079,Estado del producto,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,008 080,Calificador del banderín de calidad del GTSPP,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,
,,008 081,Tipo de equipo,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,
,,008 082,Modificación de la altura del sensor a otro valor,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,008 083,Indicador del valor nominal,Tabla de banderines,0,0,15,Tabla de banderines,0,5,,,
,,008 085,Identificador del haz,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,008 086,Significación vertical para predicción numérica del tiempo,Tabla de banderines,0,0,12,Tabla de banderines,0,4,,,
,,008 087,Posición esquinera de la observación,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,008 88,Significación del mapa,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,
,,008 090,Escala decimal de los significandos siguientes,Numérica,0,-127,8,Numérica,0,3,,,
,,008 091,Significación de las coordenadas,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
,,008 092,Expresión de la incertidumbre en la medición,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
,,008 093,Significación de la incertidumbre en la medición,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
