ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Estado del mar,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Salinidad,‰,2,0,14,‰,2,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Profundidad total del agua,m,0,0,14,m,0,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Salinidad,‰,3,0,17,‰,3,6,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Presión del agua,Pa,-3,0,17,Pa,-3,6,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Conductividad del agua,S m-1,6,0,26,S m-1,6,8,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Tipo de instrumento para la medición del perfil de la temperatura/salinidad del agua,Tabla de cifrado,0,0,10,Tabla de cifrado,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Tipos de registrador del perfil de la temperatura del agua,Tabla de cifrado,0,0,7,Tabla de cifrado,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral de las olas,m² Hz-1,3,0,22,m² Hz-1,3,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura significativa de las olas,m,2,0,13,m,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Período espectral máximo de las olas,s,1,0,9,s,1,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Longitud espectral máxima de las olas,m,0,0,13,m,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura máxima de las olas,m,2,0,13,m,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Período medio de las olas,s,1,0,9,s,1,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Longitud media de las olas,m,0,0,13,m,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección de la cual provienen las olas domites,grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dispersión direccional de la ola domite,°,0,0,9,°,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Duración del registro de las olas,s,0,0,12,s,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Longitud del registro de las olas,m,0,0,16,m,0,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Frecuencia central de las bandas de ondas,Hz,3,0,10,Hz,3,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de onda central de las bandas de ondas,m-1,5,0,13,m-1,5,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral máxima no direccional de las olas,m² s,2,0,20,m² s,2,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de onda espectral máximo no direccional,m3,2,0,20,m3,2,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Banda que contiene la densidad espectral máxima no direccional de las olas,Numérica,0,0,7,Numérica,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Relación de densidad espectral de las olas,Numérica,0,0,7,Numérica,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección media de donde provienen las olas,grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección principal de donde provienen las olas,grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Primera coordenada polar normalizada obtenida con los coeficientes de Fourier,Numérica,2,0,7,Numérica,2,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Segunda coordenada polar normalizada obtenida con los coeficientes de Fourier,Numérica,2,0,7,Numérica,2,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Estimación espectral no direccional atendiendo la frecuencia de las olas,m² s,2,0,20,m² s,2,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Estimación espectral no direccional atendiendo al número de onda,m3,2,0,20,m3,2,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Estimación espectral direccional atendiendo a la frecuencia de las olas,m² rad-1 s,2,0,20,m² rad-1 s,2,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Estimación espectral direccional atendiendo al número de onda,m4,2,0,20,m4,2,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número total de bandas de ondas,Numérica,0,0,7,Numérica,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dispersión direccional de cada ola,°,0,0,8,°,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Anchura espectral de la banda,S-1,3,0,4,S-1,3,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Longitud de onda (> 731 m) media del espectro de la imagen con números de onda bajos,m,0,0,14,m,0,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dispersión de la longitud de onda (> 731 m) con números de onda bajos,m,0,0,14,m,0,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección media con números de onda bajos (longitud de onda > 731 m),grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dispersión de la dirección con números de onda bajos (longitud de onda > 731 m),°,0,0,9,°,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Energía total con números de onda bajos (longitud de onda > 731 m),Numérica,0,0,31,Numérica,0,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral máxima ajustada no direccional de las olas según la frecuencia,m² s,0,0,14,m² s,0,5,(véase la nota 10),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral máxima ajustada no direccional de las olas según el número de onda,m3,0,0,14,m3,0,5,(véase la nota 10),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral ajustada no direccional de las olas según la frecuencia,m² s,0,0,14,m² s,0,5,(véase la nota 10),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral ajustada no direccional de las olas según el número de onda,m3,0,0,14,m3,0,5,(véase la nota 10),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral ajustada direccional de las olas según la frecuencia,m² s rad-1,0,0,14,m² s rad-1,0,5,(véase la nota 10),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Densidad espectral ajustada direccional de las olas según el número de onda,m4,0,0,14,m4,0,5,(véase la nota 10),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Relación de densidad espectral de las olas,%,0,0,7,%,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Verificación automática del nivel del agua en una estación de mareas,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Verificación manual del nivel del agua en una estación de mareas,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Verificación automática de los datos meteorológicos en una estación de mareas,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Verificación manual de los datos meteorológicos en una estación de mareas,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos para banda específica,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Media cuadrática de la altura de ola significativa en banda específica,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos para la altura de ola significativa en banda específica,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Corrección instrumental neta de la altura de ola significativa en banda específica,m,3,-1000,11,m,3,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos para retrodispersión en banda específica,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Temperatura de la superficie del mar (media móvil en 15 días),K,2,0,15,K,2,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Cuadrado de la altura de onda significativa,m2,3,-33554432,26,m2,3,8,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Cuadrado de la desviación estándar de la altura de ola significativa a 20 Hz,m²,3,-8388608,24,m2,3,8,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Cuadrado del número de puntos válidos a 20 Hz respecto de la altura de ola significativa,Numérica,0,0,9,Numérica,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Desviación típica del intervalo oceánico a 20 Hz,m,3,-33554432,31,m,3,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Intervalo de desplazamiento del centro de gravedad,m,3,0,31,m,3,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Desviación típica del intervalo de desplazamiento del centro de gravedad a 20 Hz,m,3,-8388608,31,m,3,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos respecto del intervalo oceánico a 20 Hz,Numérica,0,0,9,Numérica,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Cuadrado de la altura de ola significativa a 20 Hz,m2,3,-33554432,26,m2,3,8,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos a 18 Hz para banda Ku,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Alcance oceánico en banda Ku,m,3,0,31,m,3,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Alcance oceánico estándar a 18Hz en banda Ku,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos a 18 Hz para banda S,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Alcance oceánico en banda S,m,3,0,31,m,3,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Alcance oceánico estándar a 18 Hz en banda S,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura significativa de las olas en banda Ku,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura significativa estándar de las olas a18 Hz en banda Ku,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura significativa de las olas en banda S,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura significativa estándar de las olas a18 Hz en banda S,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Edad de ola inversa normalizada,Numérica,6,0,21,Numérica,6,7,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Espectros de las olas,m4,4,0,27,m4,4,9,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Media cuadrática del alcance oceánico en banda Ku a 20 Hz,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos a 20 Hz para banda Ku,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Media cuadrática de la altura de ola significativa a 20 Hz en banda Ku,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos a 20 Hz para altura de ola significativa en banda Ku,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Corrección instrumental neta de la altura de ola significativa en banda Ku,m,3,-1000,11,m,3,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos de retrodispersión en banda Ku,Numérica,0,0,10,Numérica,3,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Alcance oceánico en banda C,m,3,0,31,m,3,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Media cuadrática del alcance oceánico en banda C,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos a 20 Hz en banda C,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de ola significativa en banda C,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Media cuadrática de la altura de ola significativa a 20 Hz en banda C,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos a 20 Hz respecto de la altura de ola significativa en banda C,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Corrección instrumental neta respecto de la altura de ola significativa en banda C,m,3,-1000,11,m,3,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de puntos válidos respecto de la retrodispersión en banda C,Numérica,0,0,10,Numérica,0,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura del dispositivo de lanzamiento de XBT/XCTD,m,0,0,6,m,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Tipo de dispositivo de lanzamiento de XBT/XCTD,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de ola significativa en banda específica (referencia negativa),m,3,-500,16,m,3,6,(véase la nota 13),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de la columna de agua,m,3,0,23,m,3,7,(véase la nota 9),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Desviación de la altura de la columna de agua respecto del valor de referencia,m,3,-2000,12,m,3,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Recuento de transmisiones del BPR,Numérica,0,0,10,Numérica,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección de donde provienen las olas,grado verdadero,0,0,9,grado verdadero,0,3,(véase la nota 11),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dispersión direccional de la ola,°,0,0,9,°,0,3,(véase la nota 12),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Oxígeno disuelto,µmol kg-1,3,0,19,µmol kg-1,3,6,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Alcance oceánico en banda específica,m,3,0,31,m,3,10,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de ola significativa en banda específica,m,3,0,16,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Media cuadrática del alcance oceánico en banda específica,m,4,0,16,m,4,5,,,
