ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección de las olas,grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección de las olas de viento,grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección de las olas de mar de fondo,grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección de la corriente,grado verdadero,0,0,9,grado verdadero,0,3,(véase la nota 7),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección de la corriente en la superficie del mar,grado verdadero,0,0,9,grado verdadero,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Período de las olas,s,0,0,6,s,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Período de las olas de viento,s,0,0,6,s,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Período de las olas de mar de fondo,s,0,0,6,s,0,2,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de las olas,m,1,0,10,m,1,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de las olas de viento,m,1,0,10,m,1,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de las olas de mar de fondo,m,1,0,10,m,1,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Desviación estándar de la altura de las olas,m,2,0,10,m,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Desviación estándar de la altura significativa de las olas,m,2,0,10,m,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Velocidad de la corriente,m s-1,2,0,13,m s-1,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Velocidad de la corriente en la superficie del mar,m s-1,2,0,13,m s-1,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de las mareas con relación al cero hidrográfico local,m,2,0,14,m,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura residual meteorológica de las mareas (positiva o negativa),m,2,0,14,m,2,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de las mareas con relación al plan de referencia nacional,m,3,-10000,15,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura de las mareas con relación al cero hidrográfico local,m,3,-10000,15,m,3,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura residual meteorológica de las mareas (positiva o negativa),m,3,-5000,13,m,3,4,(véase la nota 4),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Altura residual meteorológica de las mareas (positiva o negativa),m,3,-5000,14,m,3,5,(véase la nota 4),,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Temperatura de la superficie del mar (media móvil en 15 días),K,1,0,12,K,1,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Temperatura del agua/mar,K,1,0,12,K,1,4,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Temperatura del agua/mar,K,2,0,15,K,2,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Velocidad del sonido,m s-1,1,0,14,m s-1,1,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Temperatura del agua/mar,K,3,0,19,K,3,6,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Fracción de hielo marino,Numérica,2,0,7,Numérica,2,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Temperatura en la superficie del mar,K,2,0,15,K,2,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Desviación estándar de la temperatura de la superficie del mar,K,2,0,8,K,2,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Número de ciclo del flotador,Numérica,0,0,10,Numérica,0,3,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Dirección del perfil,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Salinidad en la superficie del mar,‰,2,0,14,‰,2,5,,,
,Clase 22 - Elementos oceanográficos BUFR/CREX Table B/22,022,Estado del ancla flotante de la boya lagrangiana a la deriva,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
