"Category","CategoryOfSequences_fr","FXY1","Title_fr","SubTitle_fr","FXY2","ElementName_fr","ElementDescription_fr","Note_fr","noteIDs","Status"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316008","","","008023","Statistiques de premier ordre","Annuler","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316008","","","008007","Caractéristique dimensionnelle","Annuler","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316008","","","008001","Caractéristique correspondant à des données de sondage vertical","Annuler | Fin d'objet","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","(Zone de givrage d'aéronef)","","111000","Répétition différée de 11 descripteurs","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","031001","Facteur de répétition différée du descripteur","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","008011","Caractéristique météorologique","Valeur pour givrage d'aéronef","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","008007","Caractéristique dimensionnelle","Valeur pour zone","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","007002","Hauteur ou altitude","Niveau de vol (base de la couche)","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","007002","Hauteur ou altitude","Niveau de vol (sommet de la couche)","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","102000","Répétition différée de 2 descripteurs","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","031001","Facteur de répétition différée du descripteur","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","(faible précision)","","005002","Latitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","(faible précision)","","006002","Longitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","020041","Givrage d'aéronef","Type de givrage d'aéronef","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","008007","Caractéristique dimensionnelle","Annuler","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316009","","","008011","Caractéristique météorologique","Annuler | Fin d'objet","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","(Nom de la caractéristique)","","107000","Répétition différée de 7 descripteurs","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","","","031001","Facteur de répétition différée du descripteur","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","","","008011","Caractéristique météorologique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","","","008007","Caractéristique dimensionnelle","Valeur pour point","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","","","001022","Nom de la caractéristique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","(faible précision)","","005002","Latitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","(faible précision)","","006002","Longitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","","","008007","Caractéristique dimensionnelle","Annuler","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316010","","","008011","Caractéristique météorologique","Annuler | Fin d'objet","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","(Volcan en éruption)","","117000","Répétition différée de 17 descripteurs","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","031001","Facteur de répétition différée du descripteur","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","008011","Caractéristique météorologique","Valeur pour nuages spéciaux","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","001022","Nom de la caractéristique","Nom du volcan","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","008007","Caractéristique dimensionnelle","Valeur pour point","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","102000","Répétition différée de 2 descripteurs","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","031001","Facteur de répétition différée du descripteur","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","(faible précision)","","005002","Latitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","(faible précision)","","006002","Longitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","008021","Caractéristique temporelle","Heure du début de l'éruption","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","004001","Année","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","004002","Mois","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","004003","Jour","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","004004","Heure","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","004005","Minute","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","020090","Nuages spéciaux","Nuages engendrés par les éruptions","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","008021","Caractéristique temporelle","Annuler","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","008007","Caractéristique dimensionnelle","Annuler","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316011","","","008011","Caractéristique météorologique","Annuler | Fin d'objet","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316020","(Identification de la tempête tropicale)","","001033","Identification du centre d'origine/ de production","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316020","","","001025","Indicateur de la tempête","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316020","","","001027","Nom OMM complet de la tempête","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316020","","","301011","Année, mois, jour","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316020","","","301012","Heure, minute","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","(Données d'analyse)","","301023","Latitude/longitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","002041","Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019001","Type de la caractéristique synoptique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019007","Rayon réel de la caractéristique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019005","Direction de déplacement de la caractéristique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019006","Vitesse de déplacement de la caractéristique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019008","Extension verticale de la circulation","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","008005","Signification de la caractéristique météorologique","= 1 Centre de la tempête","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","010004","Pression","Centre de la tempête selon le qualificatif de signification précédent","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","008005","Signification de la caractéristique météorologique","= 2 Limite extérieure ou bord de la caractéristique","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","010004","Pression","Limite extérieure","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019007","Rayon réel de la caractéristique","Limite extérieure","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","008005","Signification de la caractéristique météorologique","= 3 Emplacement du vent maximal","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","008021","Caractéristique temporelle","Moyennée dans le temps","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","004075","Période ou décalage dans le temps de courte durée","Minutes","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","(vent moyen)","","011040","Vitesse maximale du vent","Vent maximal","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019007","Rayon réel de la caractéristique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","105004","Répéter 5 descripteurs 4 fois","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","005021","Direction ou azimut","Début","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","005021","Direction ou azimut","Fin","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","102002","Répéter 2 descripteurs 2 fois","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019003","Seuil de vitesse du vent","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316021","","","019004","Rayon réel pour les vitesses du vent supérieures au seuil","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","(Données de prévision)","","001032","Application de production","Nom du modèle de PNT, etc., table de code définie par le centre d'origine/ de production","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","002041","Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","019001","Type de la caractéristique synoptique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","019010","Méthode d'obtention du centre de la caractéristique synoptique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","118000","Répétition différée de 18 descripteurs","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","031001","Facteur de répétition différée du descripteur","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","008021","Caractéristique temporelle","Prévision","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","004014","Incrément temporel","Heures","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","008005","Signification de la caractéristique météorologique","Caractéristique synoptique de surface","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","(faible précision)","","301023","Latitude/longitude","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","019005","Direction de déplacement de la caractéristique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","019006","Vitesse de déplacement de la caractéristique","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","010004","Pression","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","011041","Vitesse de la rafale maximale","Utilisé par exemple aux États-Unis","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","008021","Caractéristique temporelle","Temps moyenné de la prévision","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","004075","Période ou décalage dans le temps de courte durée","Minutes","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","(vent moyen)","","011040","Vitesse maximale du vent","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","019008","Extension verticale de la circulation","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","105004","Répéter 5 descripteurs 4 fois","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","005021","Direction ou azimut","Début","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","005021","Direction ou azimut","Fin","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","102002","Répéter 2 descripteurs 2 fois","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","019003","Seuil de vitesse du vent","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316022","","","019004","Rayon réel pour les vitesses du vent supérieures au seuil","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316026","(Informations sur l'analyse de la tempête tropicale)","","316020","Identification de la tempête tropicale","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316026","","","316021","Données d'analyse","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316027","(Informations sur la prévision de la tempête tropicale)","","316020","Identification de la tempête tropicale","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316027","","","316022","Données de prévision","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","(En-tête SIGMET)","","301014","Période","De validité du message SIGMET","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","001037","Numéro de la séquence SIGMET","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","010064","Niveau de croisière - SIGMET","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","008019","Indicateur d'identification du centre suivant","= 1 Organismes ATS desservant la FIR","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","001062","Indicateur court d'emplacement OACI","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","008019","Indicateur d'identification du centre suivant","= 2 FIR, = 3 UIR, = 4 CTA","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","001065","Indicatif de la région OACI","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","008019","Indicateur d'identification du centre suivant","= 6 MWO","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","001062","Indicateur court d'emplacement OACI","","","","Operational"
"16","Catégorie 16 Séquences correspondant à des caractéristiques synoptiques","316030","","","008019","Indicateur d'identification du centre suivant","Mis à valeur manquante (annuler)","","","Operational"
