TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 065 (suite),0 02 002,Type d'instrument pour la mesure du vent,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 065 (suite),0 02 005,Précision des observations de la température,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 065 (suite),0 02 062,Type de système de retransmission des données d'aéronef,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 065 (suite),0 02 070,Spécification originale de la latitude/longitude,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 065 (suite),0 02 065,Station ACARS de réception au sol,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 066,,(Position concernant les messages ACARS),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 066,3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 066,3 01 013,"Heure, minute, seconde",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 066,3 01 023,Latitude/longitude (faible précision),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 066,0 07 004,Pression,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 066,0 02 064,Qualité de l'angle de roulis de l'aéronef,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 066,0 08 004,Phase de vol de l'aéronef,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 070,,(Instrument de mesure de l'ozone — spectrophotomètre Brewer),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 070,0 02 143,Type d'instrument de mesure de l'ozone,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 070,0 02 142,Numéro de série/identificateur du type d'instrument de mesure de l'ozone,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 070,0 02 144,Type de source lumineuse pour spectrophotomètre Brewer,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 071,,(Indicateur d'identification du satellite/résolution après traitement),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 071,0 01 007,Indicateur d'identification du satellite,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 071,0 01 031,Identification du centre d'origine/de production,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 071,0 02 020,Classification des satellites,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 071,0 02 028,Dimension du secteur au nadir en coordonnée x,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 071,0 02 029,Dimension du secteur au nadir en coordonnée y,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 072,,(Identification du satellite),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 072,3 01 071,Indicateur d'identification du satellite/résolution après traitement,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 072,3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 072,3 01 013,"Heure, minute, seconde",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 072,3 01 021,Latitude/longitude (précision élevée),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 074,,(Instrument de mesure de l'ozone — spectrophotomètre Dobson),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 074,0 02 143,Type d'instrument de mesure de l'ozone,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 074,0 02 142,Numéro de série/identificateur du type d'instrument de mesure de l'ozone,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 074,0 02 145,Longueurs d'ondes et réglage pour instruments Dobson,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 074,0 02 146,État de la source pour instruments Dobson,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 075,,(Identification du sondage),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 075,3 01 001,Indicateur régional OMM et chiffre indicatif OMM de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 075,0 01 015,Nom de la station ou du site,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 075 (suite),3 01 024,"Latitude/longitude (faible précision), hauteur de la station",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 075 (suite),0 08 021,Caractéristique temporelle,= 18 Heure du lâcher,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 075 (suite),3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 075 (suite),3 01 012,"Heure, minute",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 076,,(Instrument de sondage de l'ozone),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 076,0 02 011,Type de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 076,0 02 143,Type d'instrument de mesure de l'ozone,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 076,0 02 142,Numéro de série/identificateur du type d'instrument de mesure de l'ozone,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 089,,(Identification nationale de la station),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 089,0 01 101,Indicateur d'identification d'État,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 089,0 01 102,Chiffre indicatif national de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 090,,"(Identification de la station d'observation en surface; heure, coordonnées horizontales et verticales)",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 090,3 01 004,Identification de la station d'observation en surface,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 090,3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 090,3 01 012,"Heure, minute",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 090,3 01 021,Latitude/longitude (précision élevée),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 090,0 07 030,Altitude du sol de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 090,0 07 031,Altitude du baromètre,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,,(Instruments de la station d'observation en surface),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 180,Système principal de détection du temps présent,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 181,Capteur supplémentaire du temps présent,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 182,Système de mesure de la visibilité,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 183,Système de détection des nuages,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 184,Type de capteur de détection de la foudre,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 179,Type d'algorithme utilisé pour l'état du ciel,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 186,Détection des divers types de précipitations,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 187,Détection d'autres phénomènes météorologiques,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 188,Détection d'un obscurcissement,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 091,0 02 189,Distinction entre les différents types d'éclairs,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092,,"(Identification de la station mobile d'observation en surface, date/heure, coordonnées horizontales et verticales)",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092,0 01 011,Indicateur d'identification du navire ou d'une station terrestre mobile,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092,0 01 003,Région OMM/zone géographique,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092,0 02 001,Type de station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092,3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092,3 01 012,"Heure, minute",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092,3 01 021,Latitude/longitude (précision élevée),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092 (suite),0 07 030,Altitude du sol de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092 (suite),0 07 031,Altitude du baromètre,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 092 (suite),0 33 024,Repère de qualité de l'altitude de la station (pour les stations mobiles),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 093,,"(Identification du navire, déplacement, date/ heure, coordonnées horizontales et verticales)",Identification du navire,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 093,3 01 036,Navire,Identification du navire,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 093,0 07 030,Altitude du sol de la station,Identification du navire,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 093,0 07 031,Altitude du baromètre,Identification du navire,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 110,,(Identification du site du lâcher et instruments de mesure du vent),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 110,3 01 001,Indicateur régional OMM et chiffre indicatif OMM de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 110,0 01 011,Indicateur d'identification du navire ou d'une station terrestre mobile,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 110,0 02 011,Type de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 110,0 02 014,Technique de poursuite/état du système utilisé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 110,0 02 003,Type d'équipement de mesure utilisé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 111,,"(Identification du site du lâcher et instruments de mesure du vent, de la pression, de la température et de l'humidité (PTU))",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 111,3 01 001,Indicateur régional OMM et chiffre indicatif OMM de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 111,0 01 011,Indicateur d'identification du navire ou d'une station terrestre mobile,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 111,0 02 011,Type de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 111,0 02 013,Correction du rayonnement solaire et infrarouge,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 111,0 02 014,Technique de poursuite/état du système utilisé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 111,0 02 003,Type d'équipement de mesure utilisé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 112,,(Identification du point de lâcher et instruments de la catasonde),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 112,0 01 006,Numéro de vol de l'aéronef,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 112,0 02 011,Type de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 112,0 02 013,Correction du rayonnement solaire et infrarouge,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 112,0 02 014,Technique de poursuite/état du système utilisé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 112,0 02 003,Type d'équipement de mesure utilisé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 113,,(Date et heure du lâcher) (voir note 11),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 113,0 08 021,Caractéristique temporelle,= 18 Heure du lâcher,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 113,3 01 011,"Année, mois, jour",Jour du lâcher,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 113,3 01 013,"Heure, minute, seconde",Heure du lâcher,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 114,,(Coordonnées horizontales et verticales du site du lâcher),Altitude du lâcher de la sonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 114,3 01 021,Latitude/longitude (précision élevée),Altitude du lâcher de la sonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 114,0 07 030,Altitude du sol de la station,Altitude du lâcher de la sonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 114,0 07 031,Altitude du baromètre,Altitude du lâcher de la sonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 114,0 07 007,Hauteur,Altitude du lâcher de la sonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 114,0 33 024,Repère de qualité de l'altitude de la station (pour les stations mobiles),Altitude du lâcher de la sonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 120,,(Radiosondage — en-tête abrégé et données sur le lâcher),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 120,3 01 001,Indicateur régional OMM et chiffre indicatif OMM de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 120,0 01 094,Numéro WBAN,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 120,0 02 011,Type de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 120,3 01 121,Radiosondage - données sur le lâcher,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 121,,(Radiosondage — données sur le lâcher),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 121,0 08 041,Caractéristique des données,= 3 Point de lâcher du ballon,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 121,3 01 122,Date et heure (au centième de seconde près),Altitude du lâcher de la radiosonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 121,3 01 021,Latitude/longitude (précision élevée),Altitude du lâcher de la radiosonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 121,0 07 031,Altitude du baromètre,Altitude du lâcher de la radiosonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 121,0 07 007,Hauteur,Altitude du lâcher de la radiosonde,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,,(Date et heure (au centième de seconde près)) (voir note 11),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,3 01 012,"Heure, minute",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,2 01 135,Changer le champ de données,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,2 02 130,,,Changer d'échelle
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,0 04 006,Seconde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,2 02 000,Changement d'échelle,Annuler,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 122,2 01 000,Changement du champ de données,Annuler,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123,,(Radiosondage — en-tête complet),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123,1 02 002,Répéter 2 descripteurs 2 fois,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123,0 08 041,Caractéristique des données,"= 0 Site principal, = 1 Site d'observation",
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123,0 01 062,Indicateur court d'emplacement OACI,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123,3 01 001,Indicateur régional OMM et chiffre indicatif OMM de la station,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 01 094,Numéro WBAN,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 011,Type de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 01 018,Nom abrégé de la station ou du site,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 01 095,Identification de l'observateur,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 25 061,Identification du logiciel et numéro de version,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 25 068,Recalcul des archives – nombre de fois,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 01 082,Numéro du radiosondage,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 01 083,Numéro du lâcher de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 01 081,Numéro de série de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 067,Fréquence de fonctionnement de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 066,Système de réception au sol des données de radiosondage,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 014,Technique de poursuite/état du système utilisé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 25 067,Correction de pression au point de lâcher de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 25 065,Correction de l'orientation (azimut),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 25 066,Correction de l'orientation (altitude),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 095,Type de capteur de pression,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 096,Type de capteur de température,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 097,Type de capteur d'humidité,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 016,Configuration de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 083,Type d'abri de gonflement,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 080,Fabriquant du ballon,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 081,Type de ballon,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 01 093,Numéro de lot du ballon,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 084,Type de gaz insufflé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 085,Quantité de gaz insufflée,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 086,Longueur de la traîne,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 02 082,Poids du ballon,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),0 08 041,Caractéristique des données,= 2 Date de fabrication du ballon,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 123 (suite),3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 125,,(En-tête ASCAT),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 125,0 01 033,Identification du centre d'origine/de production,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 125,0 01 034,Identification du centre secondaire d'origine/ de production,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 125,0 25 060,Identification du logiciel,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 125,0 01 007,Indicateur d'identification du satellite,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 125,0 02 019,Instruments satellitaires,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 125,0 01 012,Direction de déplacement de la plate-forme d'observation mobile,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 126,,(Séquence pour la représentation de l'identification des bouées ancrées),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 126,0 01 087,Extension de l'indicatif OMM de la plate-forme d'observation maritime,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 126,0 01 015,Nom de la station ou du site,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 126,0 02 149,Type de bouée de collecte de données,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 126,3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 126,3 01 012,"Heure, minute",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 126,3 01 021,Latitude/longitude (précision élevée),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,,(Supplément d'information sur le radiosondage),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 01 081,Numéro de série de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 01 082,Numéro du radiosondage,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 01 083,Numéro du lâcher de radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 01 095,Identification de l'observateur,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 015,Degré d'équipement de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 016,Configuration de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 017,Algorithmes de correction pour les mesures d'humidité,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 066,Système de réception au sol des données de radiosondage,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 067,Fréquence de fonctionnement de la radiosonde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 080,Fabricant du ballon,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 081,Type de ballon,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 082,Poids du ballon,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 083,Type d'abri de gonflement,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 084,Type de gaz insufflé,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 085,Quantité de gaz insufflée,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 086,Longueur de la traîne,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 095,Type de capteur de pression,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 096,Type de capteur de température,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 097,Type de capteur d'humidité,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 103,Radôme,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 02 191,Calcul de la hauteur géopotentielle,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 25 061,Identification du logiciel et numéro de version,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 128,0 35 035,Raison de l'abandon,Raison de l'interruption du radiosondage,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 129,,(Satellite et instruments d'observation),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 129,0 01 007,Indicateur d'identification du satellite,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 129,0 01 031,Identification du centre d'origine/de production,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 129,0 02 019,Instruments satellitaires,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 129,0 02 020,Classification des satellites,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,,(Référence temporelle de grande précision),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,3 01 011,"Année, mois, jour",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,3 01 012,"Heure, minute",,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,2 02 131,Changer d'échelle,Ajouter 3 à l'échelle,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,2 01 138,Changer le champ de données,Ajouter 10 au champ de données,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,0 04 006,Seconde,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,2 01 000,Changement du champ de données,Annuler,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 130,2 02 000,Changement d'échelle,Annuler,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 131,3 01 021,(Localisation géographique des pixels) Latitude/longitude (précision élevée),,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 131,0 07 024,Distance zénithale du satellite,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 131,0 05 021,Direction ou azimut,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 131,0 07 025,Distance zénithale du soleil,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 131,0 05 022,Azimut du soleil,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 150,0 01 125,(Identifiant du WIGOS) Série d'identifiants du WIGOS,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 150,0 01 126,Émetteur d'identifiants du WIGOS,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 150,0 01 127,Numéro d'émission du WIGOS,,
Catégorie 01 — Séquences correspondant à la position et à l'identification,3 01 150,0 01 128,Identifiant local du WIGOS (caractère),,
