Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,001007,Indicateur d'identification du satellite,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,001031,Identification du centre d'origine/de production,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,002019,Instruments satellitaires,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,002020,Classification des satellites,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,004001,Année,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,004002,Mois,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,004003,Jour,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,004004,Heure,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,004005,Minute,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,202131,Changer d'échelle,Ajouter 3 à l'échelle,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,201138,Changer le champ de données,Ajouter 10 au champ de données,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,004006,Seconde,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,201000,Changement du champ de données,Annuler,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,202000,Changement d'échelle,Annuler,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,005001,Latitude (précision élevée),,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,006001,Longitude (précision élevée),,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,007024,Distance zénithale du satellite,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,005021,Direction ou azimut,,,,Operational
40,Catégorie 40 – Séquence de messages supplémentaires d'observation par satellites,340001,(Données IASI de niveau 1c),,007025,Distance zénithale du soleil,,,,Operational
