TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mesure du vent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 02 002,Type d'instrument pour la mesure du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 08 021,Caractéristique temporelle,= 2 Moyenne sur une certaine période,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 11 001,Direction du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 11 002,Vitesse du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 08 021,Caractéristique temporelle,Mis à valeur manquante,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,1 03 002,Répéter 3 descripteurs 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 04 025,Période ou décalage dans le temps,Minutes,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 11 043,Direction de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 11 041,Vitesse de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 060,3 02 038,Temps présent et temps passé,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 060,3 02 040,Mesure des précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 060,3 02 058,Données sur les températures extrêmes depuis le navire,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 060,3 02 059,Données sur le vent depuis le navire,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 25 188,Méthode employée pour ramener la pression au niveau de la mer,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 001,Pression et variation de pression en 3 heures,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 093,Données supplémentaires sur la température et l'humidité depuis le navire,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 053,Données sur la visibilité depuis le navire,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 004,Information générale sur les nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 005,Couche nuageuse,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 08 002,Caractéristique verticale (observations en surface),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 055,Givrage et glace,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 056,Température de la mer/de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 021,Vagues,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 062,3 02 024,Vagues de la mer du vent et de la houle,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,3 02 038,Temps présent et temps passé,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,3 02 040,Mesure des précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,3 02 034,Précipitations sur les 24 heures écoulées,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,3 02 058,Données sur les températures extrêmes depuis le navire,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 063,3 02 064,Données sur le vent depuis le navire ou la plate-forme marine,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 02 002,Type d'instrument pour la mesure du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 08 021,Caractéristique temporelle,= 2 Moyenne sur une certaine période,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 11 001,Direction du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 11 002,Vitesse du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,1 03 000,Répétition différée de 3 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 11 043,Direction de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 064,0 11 041,Vitesse de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 023,Autres phénomènes météorologiques,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 024,Intensité du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 027,Apparition du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 023,Autres phénomènes météorologiques,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 027,Apparition du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 025,Obscurcissement,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 026,Caractéristique de l'obscurcissement,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 027,Apparition du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 040,Évolution de la chasse-neige,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 066,Diamètre maximal des grêlons,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 027,Apparition du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 021,Type de précipitation,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 067,Diamètre du dépôt,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 066,0 20 027,Apparition du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 01 023,Numéro de la séquence d'observations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,= 0 minute,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 02 177,"Méthode de mesure de l'épaisseur de neige = 0 Observation manuelle, = 1 Ultrasons, = 2 Caméra vidéo, = 3 Laser, = 4-13 En réserve, = 14 Autre, = 15 Valeur manquante",/voir colonne de gauche,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 003,Temps présent,"960ww, 961ww",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 03 000,Répétition différée de 3 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 05 021,Direction ou azimut,981VV-988VV,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 001,Visibilité horizontale,VV,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 05 021,Direction ou azimut,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,3 02 056,Température de la mer/de l'eau,"Température de surface de la mer/ de l'eau, méthode de mesure et profondeur sous la surface de l'eau",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 03 000,Répétition différée de 3 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 33 041,Caractéristique de la valeur suivante,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 058,Visibilité sur la mer depuis une station côtière,980VVss,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 22 061,État de la mer,924SV,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,3 02 022,Vagues de la mer du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,3 02 023,Vagues de la houle,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 04 000,Répétition différée de 4 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,,,Facteur de répétition différée du descripteur
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,"Da, Dp",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 137,Évolution des nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 012,Type de nuage,940Cn3,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 090,Nuages spéciaux,"941CD, 943CLDP",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 03 000,Répétition différée de 3 descripteurs,993CDa,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 137,Évolution des nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 136,Types de nuages supplémentaires,"948CoDa, 949CaDa 950Nmn3, 951Nn4",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,Période de référence de la neige fraîche,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 13 012,Épaisseur de neige fraîche,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,= -60 minutes,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 11 042,Vitesse maximale du vent (vent moyen sur 10 minutes),912ff 902tt 912ff .. obligatoire si ff ≥ 18,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 04 000,Répétition différée de 4 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 08 021,Caractéristique temporelle,"= 30 Heure d'apparition, = 17 Début du phénomène",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,= -xx | 902tt,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 11 042,Vitesse maximale du vent (vent moyen sur 10 minutes),912ff,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 15 000,Répétition différée de 15 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 08 021,Caractéristique temporelle,"= 30 Heure d'apparition, = 17 Début du phénomène",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 015,Incrément temporel,= -xx1,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 08 021,Caractéristique temporelle,= 2 Moyenne sur la période,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 11 001,Direction du vent,915dd,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 11 002,Vitesse du vent,913ff,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 08 021,Caractéristique temporelle,= 22 Heure du changement du vent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 015,Incrément temporel,= +xx2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 08 021,Caractéristique temporelle,= 2 Moyenne sur la période,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 11 001,Direction du vent,915dd,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 11 002,Vitesse du vent,913ff,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,= 0 minute,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 015,Incrément temporel,= +(xx1-xx2) | Non négatif pour remettre à l'heure,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 03 000,Répétition différée de 3 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,"= -xx, c-a-d à partir de",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,"= -xx, c-a-d jusqu'à",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 003,Temps présent,"962ww, 963w1W1, 964ww, 965w1W1, 966ww, 967w1W1",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,1 10 000,Répétition différée de 10 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,"= -xx, c-a-d à partir de",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 04 025,Période ou décalage dans le temps,"= -xx, c-a-d jusqu'à",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 05 021,Direction ou azimut,"Da, Dp",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 05 021,Direction ou azimut,"Da, Dp",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,"Da, Dp",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 024,Intensité du phénomène,"= 1 Léger, = 2 Modéré, = 3 Fort, = 4 Violent, = 5 Dangereux",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 025,Obscurcissement,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 026,Caractéristique de l'obscurcissement,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 027,Apparition du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 067,0 20 063,Phénomènes spéciaux,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 069,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 069,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 069,0 33 041,Caractéristique de la valeur suivante,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 069,0 20 001,Visibilité horizontale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 11 001,Direction du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 11 002,Vitesse du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 11 043,Direction de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 11 041,Vitesse de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 11 016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 070,0 11 017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 08 021,Caractéristique temporelle,= 2 Moyenne sur une certaine période,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent, le cas échéant",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 11 001,Direction du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 11 002,Vitesse du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 08 021,Caractéristique temporelle,Mis à valeur manquante,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,1 03 002,Répéter 3 descripteurs 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 04 025,Période ou décalage dans le temps,"= -10 minutes pour la première répétition, = -60 minutes pour la deuxième répétition",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 11 043,Direction de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 11 041,Vitesse de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 04 025,Période ou décalage dans le temps,= -10 minutes,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 11 016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 071,0 11 017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 072,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 072,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 072,0 12 101,Température/température de l'air,Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 072,0 12 103,Point de rosée,Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 072,0 13 003,Humidité relative,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 073,0 20 010,Nébulosité (totale),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 073,1 05 004,Répéter 5 descripteurs 4 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 073,0 08 002,Caractéristique verticale (observations en surface),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 073,0 20 011,Nébulosité,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 073,0 20 012,Type de nuage,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 073,0 33 041,Caractéristique de la valeur suivante,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 073,0 20 013,Hauteur de la base des nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 074,0 20 003,Temps présent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 074,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 074,0 20 004,Temps passé (1),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 074,0 20 005,Temps passé (2),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 075,0 08 021,Caractéristique temporelle,= 2 Moyenne sur une certaine période,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 075,0 04 025,Période ou décalage dans le temps,= -10 minutes,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 075,0 13 055,Intensité des précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 075,0 13 058,Diamètre des particules formant les précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 075,0 08 021,Caractéristique temporelle,Mis à valeur manquante,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 076,0 20 021,Type de précipitation,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 076,0 20 022,Caractéristique de la précipitation,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 076,0 26 020,Durée des précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 076,0 20 023,Autres phénomènes météorologiques,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 076,0 20 024,Intensité du phénomène,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 076,0 20 025,Obscurcissement,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 076,0 20 026,Caractéristique de l'obscurcissement,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 12 111,"Température maximale, à une hauteur et sur une période déterminées",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 12 112,"Température minimale, à une hauteur et sur une période déterminées",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Température au sol,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 077,0 12 112,"Température minimale, à une hauteur et sur une période déterminées",Échelle: 2 Tem-pérature au sol,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 078,0 02 176,Méthode de mesure de l'état du sol,,
