TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 037,0 13 013,Hauteur totale de la couche de neige,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 037,0 12 113,"Température minimale au sol, au cours des 12 heures précédentes",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 038,0 20 003,Temps présent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 038,0 04 024,Période ou décalage dans le temps,Heures,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 038,0 20 004,Temps passé (1),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 038,0 20 005,Temps passé (2),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 039,0 04 024,Période ou décalage dans le temps,Heures,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 039,0 14 031,Insolation totale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 040,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mesure des précipitations,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 040,1 02 002,Répéter 2 descripteurs 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 040,0 04 024,Période ou décalage dans le temps,Heures,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 040,0 13 011,Précipitations totales/valeur totale de l'équivalent en eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 041,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mesure de la température,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 041,0 04 024,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 041,0 04 024,Période ou décalage dans le temps (voir notes 1 et 2),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 041,0 12 111,"Température maximale, à une hauteur et sur une période déterminées",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 041,0 04 024,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 041,0 04 024,Période ou décalage dans le temps (voir note 2),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 041,0 12 112,"Température minimale, à une hauteur et sur une période déterminées",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mesure du vent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 02 002,Type d'instrument pour la mesure du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 08 021,Caractéristique temporelle,= 2 Moyenne sur une certaine période,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 04 025,Période ou décalage dans le temps,= -10 minutes ou nombre de minutes après un change-ment significatif du vent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 11 001,Direction du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 11 002,Vitesse du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 08 021,Caractéristique temporelle,Mis à valeur manquante,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,1 03 002,Répéter 3 descripteurs 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 04 025,Période ou décalage dans le temps,Minutes,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 11 043,Direction de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 042,0 11 041,Vitesse de la rafale maximale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 043,3 02 038,Temps présent et temps passé,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 043,1 01 002,Répéter 1 descripteur 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 043,3 02 039,Données sur l'insolation (sur une période d'une heure et de 24 heures),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 043,3 02 040,Mesure des précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 043,3 02 041,Données sur les températures extrêmes,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 043,3 02 042,Données sur le vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 043,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 044,0 04 024,Période ou décalage dans le temps,Heures,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 044,0 02 004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 044,0 13 033,Évaporation/évapotranspiration,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 045,0 04 024,Période ou décalage dans le temps,Heures,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 045,0 14 002,"Rayonnement de grande longueur d'onde, intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 045,0 14 004,"Rayonnement de courte longueur d'onde, intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 045,0 14 016,"Bilan du rayonnement, intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 045,0 14 028,"Rayonnement solaire global (précision élevée), intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 045,0 14 029,"Rayonnement solaire diffus (précision élevée), intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 045,0 14 030,"Rayonnement solaire direct (précision élevée), intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 046,0 04 024,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 046,0 04 024,Période ou décalage dans le temps (voir note 3),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 046,0 12 049,Variation de température sur une période déterminée,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 047,1 02 003,Répéter 2 descripteurs 3 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 047,0 08 002,Caractéristique verticale (observations en surface),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 047,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 048,0 05 021,Direction ou azimut,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 048,0 07 021,Hauteur,Hauteur angulaire,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 048,0 20 012,Type de nuage,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 048,0 05 021,Direction ou azimut,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 048,0 07 021,Hauteur,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 049,0 08 002,Caractéristique verticale (observations en surface),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 049,0 20 011,Nébulosité,Nuages de l'étage inférieur ou moyen Nh,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 049,0 20 013,Hauteur de la base des nuages,h,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 049,0 20 012,Type de nuage,Nuages de l'étage inférieur CL,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 049,0 20 012,Type de nuage,Nuages de l'étage moyen CM,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 049,0 20 012,Type de nuage,Nuages de l'étage supérieur CH,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 049,0 08 002,Caractéristique verticale (observations en surface),Mis à valeur manquante,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 08 041,Caractéristique des données,= 5 Décalage entre l'observation de surface et le point de lâcher,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 05 021,Direction ou azimut,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 07 005,Incrément de hauteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,2 02 130,Changer d'échelle,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 06 021,Distance,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,2 02 000,Changement d'échelle,Annuler,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 08 041,Caractéristique des données,= 4 Observation de surface,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,2 01 131,Changer le champ de données,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,2 02 129,Changer d'échelle,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 02 115,Type d'équipement d'observation en surface,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 10 004,Pression,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 02 115,Type d'équipement d'observation en surface,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 13 003,Humidité relative,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,2 02 000,Changement d'échelle,Annuler,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,2 01 000,Changement du champ de données,Annuler,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 02 115,Type d'équipement d'observation en surface,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 11 001,Direction du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 11 002,Vitesse du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 02 115,Type d'équipement d'observation en surface,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,1 02 002,Répéter 2 descripteurs 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 12 101,Température/température de l'air,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 04 024,Période ou décalage dans le temps,Heures,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 02 115,Type d'équipement d'observation en surface,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 12 103,Point de rosée,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 12 102,Température du thermomètre mouillé,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,1 01 003,Répéter 1 descripteur 3 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 20 012,Type de nuage,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 20 011,Nébulosité,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 20 013,Hauteur de la base des nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,1 01 002,Répéter 1 descripteur 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 050,0 20 003,Temps présent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 10 004,Pression,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 10 051,Pression ramenée au niveau moyen de la mer,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 07 004,Pression,Position verticale,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 10 003,Géopotentiel,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 12 004,Température de l'air à 2 m,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 12 051,Écart type de la température,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 12 016,"Température maximale à 2 m, au cours des 24 heures précédentes",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 12 017,"Température minimale à 2 m, au cours des 24 heures précédentes",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 13 004,Tension de vapeur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,1 02 004,Répéter 2 descripteurs 4 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 08 051,Identificateur pour le nombre de valeurs manquantes dans le calcul des statistiques,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 051,0 08 020,Nombre total de valeurs manquantes (pour le calcul du total ou de la moyenne),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 052,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mesure de la température et de l'humidité,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 052,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mesure de la température et de l'humidité,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 052,0 12 101,Température/température de l'air,Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 052,0 02 039,Méthode de mesure de la température du thermomètre mouillé,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 052,0 12 102,Température du thermomètre mouillé,Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 052,0 12 103,Point de rosée,Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 052,0 13 003,Humidité relative,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 053,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mesure de la visibilité,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 053,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mesure de la visibilité,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 053,0 20 001,Visibilité horizontale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,3 02 052,Données sur la température et l'humidité depuis le navire,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,3 02 053,Données sur la visibilité depuis le navire,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,3 02 034,Précipitations sur les 24 heures écoulées,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,3 02 004,Information générale sur les nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 054,3 02 005,Couche nuageuse,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 031,Dépôt de glace (épaisseur),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 032,Vitesse d'accumulation de la glace (estimation),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 033,Cause de l'accumulation de la glace,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 034,Concentration des glaces de mer,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 035,Quantité et type de glace,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 036,Situation des glaces,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 037,Évolution de la glace,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 055,0 20 038,Direction de la lisière des glaces,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 056,0 02 038,Méthode de mesure de la température et/ou de la salinité de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 056,0 07 063,Profondeur sous la surface de la mer/ de l'eau (cm),Mesure de la tem-pérature de surface de la mer,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 056,0 22 043,Température de la mer/de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 056,0 07 063,Profondeur sous la surface de la mer/ de l'eau (cm),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 057,3 02 056,Température de la mer/de l'eau,"Température de surface de la mer, méthode de mesure et profondeur sous la surface",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 057,3 02 021,Vagues,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 057,3 02 024,Vagues de la mer du vent et de la houle,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mesure de la température,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mesure de la température,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 04 024,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 04 024,Période ou décalage dans le temps (voir notes 1 et 2),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 12 111,"Température maximale, à une hauteur et sur une période déterminées",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 04 024,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 04 024,Période ou décalage dans le temps (voir note 2),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 058,0 12 112,"Température minimale, à une hauteur et sur une période déterminées",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 059,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mesure du vent,
