TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 02 031,Durée et heure de la mesure du courant,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 02 030,Méthode de mesure du courant,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 22 005,Direction du courant marin de surface,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 22 032,Vitesse du courant marin de surface,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 22 063,Profondeur totale de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 08 080,Identificateur de l'indicateur de qualité pour le GTSPP,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 33 050,Indicateur de qualité global pour le GTSPP,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 22 178,Type de lanceur de XBT/XCTD,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 22 177,Altitude du lanceur de XBT/XCTD,Hauteur au-dessus du niveau de la mer | entre 0 et 50 m au mètre près
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 22 067,Type d'instrument de mesure du profil de la température/salinité de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 08 041,Caractéristique des données,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 26 021,Année,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 26 022,Mois,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 26 023,Jour,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 22 068,Types d'enregistreurs du profil de la température de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 25 061,Identification du logiciel et numéro de version,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 08 041,Caractéristique des données,Mis à valeur manquante (annuler)
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 08 080,Identificateur de l'indicateur de qualité pour le GTSPP,Mis à valeur manquante (annuler)
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 02 171,Numéro de série de l'instrument de mesure de la température de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,3 02 090,Température de la mer/de l'eau de grande précision,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 02 171,Numéro de série de l'instrument de mesure de la température de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,0 02 032,Indicateur de numérisation (voir note 3),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 004,3 15 005,Profil de température de l'eau (établi à l'aide d'un XBT ou d'une bouée),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,1 06 000,(Profil de température de l'eau (établi à l'aide d'un XBT ou d'une bouée)) Répétition différée de 6 descripteurs,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,0 07 063,Profondeur sous la surface de la mer/ de l'eau (cm),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,0 08 080,Identificateur de l'indicateur de qualité pour le GTSPP,= 13 Profondeur de l'eau à un niveau donné
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,0 33 050,Indicateur de qualité global pour le GTSPP,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,0 22 043,Température de la mer/de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,0 08 080,Identificateur de l'indicateur de qualité pour le GTSPP,= 11 Température de l'eau à un niveau donné
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 005,0 33 050,Indicateur de qualité global pour le GTSPP,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 01 003,"(Séquence pour la représentation des données dérivées d'un instrument immergé à partir d'un navire mesurant les profils de température, de salinité et de courant sous la surface de la mer) Indicatif d'appel du navire et déplacement Identification élargie",
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 019,Nom complet de la station ou du site,Les valeurs sont comprises entre 0 et 9999999
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 103,Numéro OMI ou numéro unique du Registre de la Lloyd's,Les valeurs sont comprises entre 0 et 9999999
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 087,Extension de l'indicatif OMM de la plate-forme d'observation maritime,"Mis à valeur manquante, si l'indicatif d'appel du navire est communiqué"
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 036,Renseignements sur la campagne ou la ligne parcourue par le navire Organisme chargé de la mise en œuvre de la plate-forme d'observation,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 115,Identificateur de la campagne ou de la mission au titre de laquelle les données ont été recueillies,"Mis à valeur manquante, si aucun identificateur de campagne n'est communiqué"
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 080,Numéro de la ligne parcourue par le navire du SOOP,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 05 036,Numéro de la coupe exécutée par le navire du SOOP,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 01 011,"Année, mois, jour",
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 01 012,"Heure, minute",
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 01 021,Latitude/longitude (précision élevée),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 079,Renseignements sur le profil Identificateur de profil unique,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 01 023,Numéro de la séquence d'observations,Numéro de lancement/chiffre indicatif de la station le long de la ligne/coupe
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 22 063,Profondeur totale de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,1 01 000,Pression en surface Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 02 001,Pression et variation de pression en 3 heures,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,1 01 000,Vagues Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 02 021,Vagues,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,1 01 000,Données sur la température et l'humidité Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 02 052,Données sur la température et l'humidité depuis le navire,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,1 01 000,Données sur le vent Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 02 059,Données sur le vent depuis le navire,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 22 067,"Température, salinité et courant à la surface Type d'instrument pour la mesure du profil de la température/salinité de l'eau",
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 171,Numéro de série de l'instrument de mesure du profil de la température de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 02 090,Température de la mer/de l'eau de grande précision,Température à la surface
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 06 033,Salinité à la surface,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 06 034,Courant à la surface,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 171,Numéro de série de l'instrument de mesure du profil de la température de l'eau,Mis à valeur manquante (annuler)
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 22 067,Type d'instrument pour la mesure du profil de la température/salinité de l'eau,Mis à valeur manquante (annuler)
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 038,Données sur le profil de la température et de la salinité Méthode de mesure de la température et/ ou de la salinité de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 22 067,Type d'instrument pour la mesure du profil de la température/salinité de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 22 068,Types d'enregistreurs du profil de la température de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 171,Numéro de série de l'instrument de mesure du profil de la température de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 033,Méthode de mesure de la salinité en fonction de la profondeur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 032,Indicateur de numérisation,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 22 056,Direction du profil,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 03 011,Méthode de calcul de la profondeur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 06 035,Profil de la température et de la salinité,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,1 07 000,Données sur le profil du courant Répétition différée de 7 descripteurs,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 032,Indicateur de numérisation,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 03 010,Méthode de mesure du courant en mer ou dans une autre masse d'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 031,Durée et heure de la mesure du courant,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 22 056,Direction du profil,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 03 011,Méthode de calcul de la profondeur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 06 036,Profil du courant,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,1 04 000,Données sur le profil de l'oxygène dissous Répétition différée de 4 descripteurs,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 02 032,Indicateur de numérisation,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 03 012,Type d'instrument/capteur de mesure de l'oxygène dissous,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,0 03 011,Méthode de calcul de la profondeur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 007,3 06 037,Données sur le profil de l'oxygène dissous,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 01 126,(Séquence pour la représentation des données provenant de bouées ancrées) Identification et emplacement de la bouée Séquence pour la représentation de l'identification des bouées ancrées,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 06 038,Données météorologiques standard Séquence pour la représentation des observations standard de météorologie maritime de surface au moyen de bouées ancrées,"Pour les bouées équipées de plusieurs anémomètres, la hauteur du capteur est celle de l'anémomètre utilisé"
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,1 01 000,Données météorologiques auxiliaires facultatives Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 02 091,Séquence pour la représentation des observations météorologiques annexes,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,1 01 000,Mesures facultatives du rayonnement Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 02 082,Données sur le rayonnement,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,1 01 000,Mesures de base facultatives des vagues Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 06 039,Séquence pour la représentation des mesures de base des vagues,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,1 01 000,Mesures facultatives du spectre des vagues Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 06 040,Séquence pour la représentation des mesures détaillées du spectre des vagues,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,1 02 000,Mesures facultatives du profil de la température Répétition différée de 2 descripteurs,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 02 005,Précision des observations de la température,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 06 041,Profil de la profondeur et de la température (exactitude/précision élevée),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,1 02 000,Mesures facultatives du profil de la température et de la salinité Répétition différée de 2 descripteurs,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 02 005,Précision des observations de la température,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 06 004,"Profondeur, température, salinité",
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,1 01 000,Mesures facultatives du courant sous la surface Répétition différée de 1 descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 008,3 06 005,Mesures du courant sous la surface,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 01 087,(Séquence pour la représentation des données provenant de bouées dérivantes) Extension de l'indicatif OMM de la plate-forme d'observation maritime,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 01 019,Nom complet de la station ou du site,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 02 149,Type de bouée de collecte de données,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 08 021,Heure/date de la dernière position connue Caractéristique temporelle,= 26 Heure de la dernière position connue
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,3 01 011,"Année, mois, jour",Date de la dernière position connue
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,3 01 012,"Heure, minute",Heure de la dernière position connue
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,3 01 021,"Localisation et qualité de la localisation Latitude, longitude (précision élevée)",
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,2 08 016,Modifier la largeur du champ CCITT IA5,Passer à 16 caractères
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 01 051,Numéro d'identification de l'émetteur de la plate-forme,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,2 08 000,Modification de la largeur du champ CCITT IA5,Annuler
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 02 148,Système de collecte de données et/ou de positionnement,"= 1 Argos, 8 Iridium et GPS, = 9 Argos-3"
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 01 012,Direction de déplacement de la plate-forme d'observation mobile,Direction de dérive de la plate-forme
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 01 014,Vitesse de dérive de la plate-forme (précision élevée),Vitesse de déplacement de la plate-forme d'observation mobile
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 33 022,Qualité de la transmission par satellite des données provenant de bouées,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 33 023,Qualité de l'emplacement des bouées,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 33 027,Classe de qualité concernant la position (rayon de certitude à 66 %),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 25 026,Tension de la batterie (grande portée),Tension de la batterie de la plate-forme
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 02 034,État de l'ancre flottante Type de lest (stabilisateur),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 22 060,État de l'ancre flottante – flotteur lagrangien,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 07 070,Profondeur de lest,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 02 190,Submersion du flotteur lagrangien (pourcentage du temps en submersion),
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 08 021,Heure/date de l'observation Caractéristique temporelle,= 25 Moment nominal de la transmission du message
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,3 01 011,"Année, mois, jour",Date de l'observation
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,3 01 012,"Heure, minute",Heure de l'observation
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 02 005,Température et salinité de surface Précision des observations de la température,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 22 043,Température de la mer/de l'eau,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 02 033,Méthode de mesure de la salinité en fonction de la profondeur,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 22 059,Salinité de surface de la mer,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 08 029,Type de surface/Données sur la glace Type de surface,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 13 115,Épaisseur de la glace,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,1 03 000,Mesures facultatives du profil de la température et de la salinité Répétition différée de 3 descripteurs,
Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,3 15 009,0 31 000,Facteur de répétition légèrement différée du descripteur,
