TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 056,0 11 002,Vitesse du vent,"(Données sur la température, le point de rosée et le vent au niveau de pression correspondant à la position de la radiosonde, pression et hauteur géopotentielle étant indiquées avec une plus grande précision)",
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 005,Largeur de l'abri ou de la protection sur le plan horizontal (x),(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 006,Profondeur de l'abri ou de la protection sur le plan horizontal (y),(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 007,Hauteur de l'abri ou de la protection sur le plan vertical (z),(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 02 096,Type de capteur de température,(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 022,Propriétaire de l'instrument,(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 003,Boîtier du thermomètre/de l'hygromètre,(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 020,Matériau du boîtier du thermomètre/de l'hygromètre,(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 004,Type d'abri/de protection contre le rayonnement,(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 008,Abri ou protection avec ventilation artificielle,(Métadonnées communes aux capteurs de température/d'humidité),
Catégorie 03 — Séquences météorologiques communes aux données de sondages verticaux,3 03 099,0 03 009,Volume de ventilation forcée au moment de l'observation,(Métadonnées communes aux capteurs de température/d'humidité),
