Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
,,304031,,,001041,Velocidad absoluta de la plataforma - primer componente,,,,
,,,,,001042,Velocidad absoluta de la plataforma - segundo,,,,
,,,,,,componente,,,,
,,,,,001043,Velocidad absoluta de la plataforma - tercer componente,,,,
,,,Fracción nubosa,,,,,,,
,,304032,,,002153,Frecuencia central del canal del satélite,,,,
,,,,,002154,Ancho de banda del canal del satélite,,,,
,,,,,020081,Nubosidad en el segmento,,,,
,,,,,020082,Cantidad de segmento sin nubes,,,,
,,,,,020012,Tipo de nubes,,,,
,,,Radiancia en cielo despejado,,,,,,,
,,304033,,,002152,Instrumento satelital utilizado en el procesamiento de los datos,,,,
,,,,,002166,Tipo de radiancia,,,,
,,,,,002167,Método de cálculo de la radiancia,,,,
,,,,,002153,Frecuencia central del canal del satélite,,,,
,,,,,002154,Ancho de banda del canal del satélite,,,,
,,,,,012075,Radiancia espectral,,,,
,,,,,012076,Radiancia,,,,
,,,,,012063,Temperatura de lumicia,,,,
,,,"Latitud/longitud, elevación solar, número de capas",,,,,,,
,,304034,,,102004,Repetir 2 descriptores 4 veces,,,,
,,,,,027001,Latitud (gran precisión,,,,
,,,,,028001,Longitud (gran precisión,,,,
,,,,,007022,Elevación solar,,,,
,,,,,005043,Número del campo de visión,,,,
,,,,,020010,Cubierta de nubes (total,,,,
,,,,,020016,Presión en la cima de las nubes,,,,
,,,,,033003,Información sobre la calidad,,,,
,,,,,010040,Recuperación de datos sobre el número de capas,,,,
,,,Datos de radiancia del cielo completo,,,,,,,
,,304035,,,002153,Frecuencia central del canal del satélite,,,,
,,,,,002154,Ancho de la banda del canal del satélite,,,,
,,,,,012063,Temperatura de lumicia,,,,
,,,,,008001,Característica meteorológica,Tipo de píxel: despejado,,,
,,,,,012063,Temperatura de lumicia,Despejado,,,
,,,,,008001,Característica meteorológica,Tipo de píxel: nuboso,,,
,,,,,012063,Temperatura de lumicia,Nuboso,,,
,,,,,008001,Característica meteorológica,Anular,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes bajas,,,
,,,,,012063,Temperatura de lumicia,Nubes bajas,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes medias,,,
,,,,,012063,Temperatura de lumicia,Nubes medias,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes altas,,,
,,,,,012063,Temperatura de lumicia,Nubes altas,,,
,,,,,008003,Significación vertical (observaciones satelitales,Anular,,,
,,,Cobertura de nubes,,,,,,,
,,304036,,,020082,Cantidad de segmento sin nubes,,,,
,,,,,008012,Calificador tierra/mar,Mar,,,
,,,,,020082,Cantidad de segmento sin nubes,Mar,,,
,,,,,008012,Calificador tierra/mar,Anular,,,
,,,,,020081,Nubosidad en el segmento,,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes bajas,,,
,,,,,020081,Nubosidad en el segmento,Nubes bajas,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes medias,,,
,,,,,020081,Nubosidad en el segmento,Nubes medias,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes altas,,,
,,,,,020081,Nubosidad en el segmento,Nubes altas,,,
,,,,,080003,Significación vertical (observaciones satelitales,Anular,,,
,,,Datos de radiancia del cielo completo,,,,,,,
,,304037,,,002153,Frecuencia central del canal del satélite,,,,
,,,,,002154,Ancho de banda del canal del satélite,,,,
,,,,,012063,Temperatura de lumicia,,,,
,,,,,008011,Característica meteorológica,Tipo de píxel: despejado,,,
,,,,,012063,Temperatura de lumicia,Despejado,,,
,,,,,008011,Característica meteorológica,Tipo de píxel: nuboso,,,
,,,,,012063,Temperatura de lumicia,Nuboso,,,
,,,,,008011,Característica meteorológica,Anular,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes bajas,,,
,,,,,012063,Temperatura de lumicia,Nubes bajas,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes medias,,,
,,,,,012063,Temperatura de lumicia,Nubes medias,,,
,,,,,008003,Significación vertical (observaciones satelitales,Nubes altas,,,
,,,,,012063,Temperatura de lumicia,Nubes altas,,,
,,,Radiancia en el canal,,,,,,,
,,304039,,,201136,Cambio de anchura de datos,Añadir 8 a la anchura,,,
,,,,,005042,Número del canal,,,,
,,,,,201000,Cambio de anchura de datos,Anular,,,
,,,,,014046,Valor ajustado de la radiancia,,,,
,,,Índice del componente principal en la banda,,,,,,,
,,304040,,,025140,Canal de comienzo,,,,
,,,,,025141,Canal de terminación,,,,
,,,,,040026,Factor de cuantificación del índice,,,,
,,,,,040016,Media cuadrática residual en la banda,,,,
,,,,,025062,Identificación de la base de datos,,,,
,,,,,101000,Repetición diferida de 1 descriptor,,,,
,,,,,031002,Factor ampliado de repetición diferida del descriptor,,,,
,,,,,040017,Índice no normalizado del componente principal,,,,
