ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
,,001051,Número de identificación del transmisor de la plataforma,CCITT IA5,0,0,96,Carácter,0,12,,,
,,001052,Identificación del transmisor de la plataforma,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,001053,Número de secuencia del informe de tsunámetro desencadenado por un suceso de tsunami,Numérica,0,0,7,Numérica,0,2,,,
,,001060,Punto de notificación de la aeronave (identificador Beacon),CCITT IA5,0,0,64,Carácter,0,8,,,
,,001062,Indicador de ubicación abreviado de la OACI,CCITT IA5,0,0,32,Carácter,0,4,,,
,,001063,Indicador de ubicación de la OACI,CCITT IA5,0,0,64,Carácter,0,8,,,
,,001064,Denominador de la pista,CCITT IA5,0,0,32,Carácter,0,4,,,
,,001065,Identificador de región OACI,CCITT IA5,0,0,256,Carácter,0,32,,,
,,001075,Identificación de la estación de observación de mareas,CCITT IA5,0,0,40,Carácter,0,5,,,
,,001079,Identificador único del perfil,CCITT IA5,0,0,64,Carácter,0,8,,,
,,001080,Número del buque de línea según el SOOP,CCITT IA5,0,0,32,Carácter,0,4,,,
,,001081,Número de serie de la radiosonda,CCITT IA5,0,0,160,Carácter,0,20,,,
,,001082,Número de ascenso de la radiosonda,Numérica,0,0,14,Numérica,0,4,(véase la nota 12),,
,,001083,Número de liberación de la radiosonda,Numérica,0,0,3,Numérica,0,1,(véase la nota 12),,
,,001085,Modelo del fabricante de la plataforma de observación,CCITT IA5,0,0,160,Carácter,0,20,,,
,,001086,Número de serie del fabricante de la plataforma de observación,CCITT IA5,0,0,256,Carácter,0,32,,,
,,001087,Indicador ampliado de la plataforma OMM de observación marina,Numérica,0,0,23,Numérica,0,7,,,
,,001090,Técnica para la composición de perturbaciones iniciales,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
,,001091,Número de miembros del conjunto,Numérica,0,0,10,Numérica,0,4,,,
,,001092,Tipo de predicción por conjuntos,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
,,001093,Número de lote del globo,CCITT IA5,0,0,96,Carácter,0,12,,,
,,001094,Número de WBAN,Numérica,0,0,17,Numérica,0,5,,,
,,001095,Identificación del observador,CCITT IA5,0,0,32,Carácter,0,4,,,
,,001096,Adquisición de estación,CCITT IA5,0,0,160,Carácter,0,20,,,
,,001099,Definición única del producto,CCITT IA5,0,0,248,Carácter,0,31,,,
,,001101,Identificador de Estado,Tabla de cifrado,0,0,10,Tabla de cifrado,0,3,,,
,,001102,Número nacional de estación,Numérica,0,0,30,Numérica,0,9,,,
,,001103,Número OMI. Registro Lloyd único,Numérica,0,0,24,Numérica,0,7,,,
,,001104,Identificador de Estado/Estado federal,CCITT IA5,0,0,32,Carácter,0,4,,,
,,001105,Denominador de la ruta principal,CCITT IA5,0,0,40,Carácter,0,5,,,
,,001106,Lugar a lo largo de la ruta principal indicado por marcadores de posición,m,-2,0,14,m,-2,5,,,
,,001110,Número de cola de la aeronave,CCITT IA5,0,0,48,Carácter,0,6,,,
,,001111,Aeropuerto de origen,CCITT IA5,0,0,24,Carácter,0,3,,,
,,001112,Aeropuerto de destino,CCITT IA5,0,0,24,Carácter,0,3,,,
,,001113,Número de versión del modelo definido por el centro de origen,Numérica,1,0,9,Numérica,1,3,,,
,,001114,Identificación encriptada del buque o de la estación terrestre móvil (encriptación base64),CCITT IA5,0,0,352,Carácter,0,44,,,
,,001115,Identificador del crucero o de la misión en que se recopilaron los datos,CCITT IA5,0,0,160,Carácter,0,20,,,
,,001124,Identificador de punto de retícula,Numérica,0,0,24,Numérica,0,8,,,
,,001125,Serie de identificadores del WIGOS,Numérica,0,0,4,Numérica,0,2,,,
,,001126,Emisor del identificador del WIGOS,Numérica,0,0,16,Numérica,0,5,,,
,,001127,Numero de emisión del WIGOS,Numérica,0,0,16,Numérica,0,5,,,
,,001128,Identificador local del WIGOS (carácter),CCITT IA5,0,0,128,Carácter,0,16,,,
,,001144,Identificador de instantánea,Numérica,0,0,31,Numérica,0,10,,,
,,001150,Sistema de coordenadas de referencia,Tabla de cifrado,0,0,16,Tabla de cifrado,0,5,,,
,,001151,Dato de referencia del nivel medio del mar obtenido respecto a una referencia fija,Tabla de cifrado,0,0,12,Tabla de cifrado,0,4,,,
,,001152,Semieje mayor del elipsoide de rotación,m,2,0,31,m,2,11,,,
,,001153,Semieje menor del elipsoide de rotación,m,2,0,31,m,2,11,,,
,,001154,Identificador del sensor,Numérica,0,0,12,Numérica,0,4,,,
