FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 01 036,Organismo encargado de operar la plataforma de observación,840001,"Estados Unidos, NOAA Atlantic Oceanographic and Meteorological Laboratories (AOML)",,,,,
0 01 036,Organismo encargado de operar la plataforma de observación,840002,"Estados Unidos, NOAA Pacific Marine Environmental Laboratories (PMEL)",,,,,
0 01 036,Organismo encargado de operar la plataforma de observación,840003,"Estados Unidos, Scripps Institution of Oceanography (SIO)",,,,,
0 01 036,Organismo encargado de operar la plataforma de observación,840004,"Estados Unidos, Woods Hole Oceanographic Institution (WHOI)",,,,,
0 01 036,Organismo encargado de operar la plataforma de observación,840005,"Estados Unidos, University of Washington",,,,,
0 01 036,Organismo encargado de operar la plataforma de observación,840006,"Estados Unidos, Naval Oceanographic Office",,,,,
0 01 036,Organismo encargado de operar la plataforma de observación,840007-1048574,Reservadas,,,,,
0 01 036,Organismo encargado de operar la plataforma de observación,1048575,Valor faltante,,,,,
0 01 038,Fuente de la fracción de hielo marino,0,Sin valor de hielo marino fijado,,,,,
0 01 038,Fuente de la fracción de hielo marino,1,SSM/I del NSIDC – Cavalieri et al (1992),,,,,
0 01 038,Fuente de la fracción de hielo marino,2,AMSR-E,,,,,
0 01 038,Fuente de la fracción de hielo marino,3,CEPMMP,,,,,
0 01 038,Fuente de la fracción de hielo marino,4,CMS (Francia) – Máscara de nubes utilizada por Medspiration,,,,,
0 01 038,Fuente de la fracción de hielo marino,5,OSI – SAF de EUMETSAT,,,,,
0 01 038,Fuente de la fracción de hielo marino,6-30,Reservadas para uso futuro,,,,,
0 01 038,Fuente de la fracción de hielo marino,31,Valor faltante,,,,,
0 01 044,Aplicación de producción estándar,0,Reservada,,,,,
0 01 044,Aplicación de producción estándar,1,Mezcla ponderada completa de pruebas individuales de calidad,,,,,
0 01 044,Aplicación de producción estándar,2,"Mezcla ponderada de pruebas individuales, con exclusión de la comparación de las predicciones",,,,,
0 01 044,Aplicación de producción estándar,3,Función de filtrado recursiva,,,,,
0 01 044,Aplicación de producción estándar,4,Índice de calidad (IC) común sin predicción,,,,,
0 01 044,Aplicación de producción estándar,5,IC sin predicción,,,,,
0 01 044,Aplicación de producción estándar,6,IC con predicción,,,,,
0 01 044,Aplicación de producción estándar,7,Error estimado en m/s convertido a porcentaje de confianza,,,,,
0 01 044,Aplicación de producción estándar,8-254,Reservadas,,,,,
0 01 044,Aplicación de producción estándar,255,Valor faltante,,,,,
0 01 052,Identificador del transmisor de la plataforma,0,Primaria,,,,,
0 01 052,Identificador del transmisor de la plataforma,1,Secundaria,,,,,
0 01 052,Identificador del transmisor de la plataforma,2,Reservada,,,,,
0 01 052,Identificador del transmisor de la plataforma,3,Valor faltante,,,,,
0 01 090,Técnica para la composición de perturbaciones iniciales,0,Predicción de promedio retardado (LAF),,,,,
0 01 090,Técnica para la composición de perturbaciones iniciales,1,Ajuste del desarrollo,,,,,
0 01 090,Técnica para la composición de perturbaciones iniciales,2,Vectores singulares,,,,,
0 01 090,Técnica para la composición de perturbaciones iniciales,3,Ciclos de análisis múltiples,,,,,
0 01 090,Técnica para la composición de perturbaciones iniciales,4-191,Reservadas,,,,,
0 01 090,Técnica para la composición de perturbaciones iniciales,192-254,Reservadas para uso local,,,,,
0 01 090,Técnica para la composición de perturbaciones iniciales,255,Valor faltante,,,,,
0 01 092,Tipo de predicción por conjuntos,0,Predicción de control de alta resolución sin perturbación,,,,,
0 01 092,Tipo de predicción por conjuntos,1,Predicción de control de baja resolución sin perturbación,,,,,
0 01 092,Tipo de predicción por conjuntos,2,Predicción con perturbación negativa,,,,,
0 01 092,Tipo de predicción por conjuntos,4,Predicción perturbada,,,,,
0 01 092,Tipo de predicción por conjuntos,3,Predicción con perturbación positiva,,,,,
0 01 092,Tipo de predicción por conjuntos,5-191,Reservadas,,,,,
0 01 092,Tipo de predicción por conjuntos,192-254,Reservadas para uso local,,,,,
0 01 092,Tipo de predicción por conjuntos,255,Valor faltante,,,,,
0 01 101,Identificador de Estado,0-99,Reservadas,,,,,
0 01 101,Identificador de Estado,100,Argelia,,,,,
0 01 101,Identificador de Estado,101,Angola,,,,,
0 01 101,Identificador de Estado,102,Benin,,,,,
0 01 101,Identificador de Estado,103,Botswana,,,,,
0 01 101,Identificador de Estado,104,Burkina Faso,,,,,
0 01 101,Identificador de Estado,105,Burundi,,,,,
0 01 101,Identificador de Estado,106,Camerún,,,,,
0 01 101,Identificador de Estado,107,Cabo Verde,,,,,
0 01 101,Identificador de Estado,108,República Centroafricana,,,,,
0 01 101,Identificador de Estado,109,Chad,,,,,
0 01 101,Identificador de Estado,110,Comoras,,,,,
0 01 101,Identificador de Estado,111,Congo,,,,,
0 01 101,Identificador de Estado,112,Côte d'Ivoire,,,,,
0 01 101,Identificador de Estado,113,República Democrática del Congo,,,,,
0 01 101,Identificador de Estado,114,Djibouti,,,,,
0 01 101,Identificador de Estado,115,Egipto,,,,,
0 01 101,Identificador de Estado,116,Eritrea,,,,,
0 01 101,Identificador de Estado,117,Etiopía,,,,,
0 01 101,Identificador de Estado,118,Francia (AR I),,,,,
0 01 101,Identificador de Estado,119,Gabón,,,,,
0 01 101,Identificador de Estado,120,Gambia,,,,,
0 01 101,Identificador de Estado,121,Ghana,,,,,
0 01 101,Identificador de Estado,122,Guinea,,,,,
0 01 101,Identificador de Estado,123,Guinea-Bissau,,,,,
0 01 101,Identificador de Estado,124,Kenya,,,,,
0 01 101,Identificador de Estado,125,Lesotho,,,,,
0 01 101,Identificador de Estado,126,Liberia,,,,,
0 01 101,Identificador de Estado,127,Libia,,,,,
0 01 101,Identificador de Estado,128,Madagascar,,,,,
0 01 101,Identificador de Estado,129,Malawi,,,,,
0 01 101,Identificador de Estado,130,Malí,,,,,
0 01 101,Identificador de Estado,131,Mauritania,,,,,
0 01 101,Identificador de Estado,132,Mauricio,,,,,
0 01 101,Identificador de Estado,133,Marruecos,,,,,
0 01 101,Identificador de Estado,134,Mozambique,,,,,
0 01 101,Identificador de Estado,135,Namibia,,,,,
0 01 101,Identificador de Estado,136,Níger,,,,,
0 01 101,Identificador de Estado,137,Nigeria,,,,,
0 01 101,Identificador de Estado,138,Portugal (AR I),,,,,
0 01 101,Identificador de Estado,139,Rwanda,,,,,
0 01 101,Identificador de Estado,140,Santo Tomé y Príncipe,,,,,
0 01 101,Identificador de Estado,141,Senegal,,,,,
0 01 101,Identificador de Estado,142,Seychelles,,,,,
0 01 101,Identificador de Estado,143,Sierra Leona,,,,,
0 01 101,Identificador de Estado,144,Somalia,,,,,
0 01 101,Identificador de Estado,145,Sudáfrica,,,,,
0 01 101,Identificador de Estado,146,España (AR I),,,,,
0 01 101,Identificador de Estado,147,Sudán,,,,,
0 01 101,Identificador de Estado,148,Eswatini,,,,,
0 01 101,Identificador de Estado,149,Togo,,,,,
0 01 101,Identificador de Estado,150,Túnez,,,,,
0 01 101,Identificador de Estado,151,Uganda,,,,,
0 01 101,Identificador de Estado,152,Reino Unido de Gran Bretaña e Irlanda del Norte (AR I),,,,,
0 01 101,Identificador de Estado,153,República Unida de Tanzanía,,,,,
0 01 101,Identificador de Estado,154,Zambia,,,,,
0 01 101,Identificador de Estado,155,Zimbabwe,,,,,
0 01 101,Identificador de Estado,156-199,Reservadas para la Región I (África),,,,,
0 01 101,Identificador de Estado,200,Afganistán,,,,,
0 01 101,Identificador de Estado,201,Bahrein,,,,,
0 01 101,Identificador de Estado,202,Bangladesh,,,,,
0 01 101,Identificador de Estado,203,Bhután,,,,,
0 01 101,Identificador de Estado,204,Camboya,,,,,
0 01 101,Identificador de Estado,205,China,,,,,
0 01 101,Identificador de Estado,206,República Popular Democrática de Corea,,,,,
0 01 101,Identificador de Estado,207,"Hong Kong, China",,,,,
0 01 101,Identificador de Estado,208,India,,,,,
0 01 101,Identificador de Estado,209,"Irán, República Islámica del",,,,,
0 01 101,Identificador de Estado,210,Iraq,,,,,
0 01 101,Identificador de Estado,211,Japón,,,,,
0 01 101,Identificador de Estado,212,Kazajstán,,,,,
0 01 101,Identificador de Estado,213,Kuwait,,,,,
0 01 101,Identificador de Estado,214,Kirguistán,,,,,
0 01 101,Identificador de Estado,215,República Democrática Popular Lao,,,,,
0 01 101,Identificador de Estado,216,"Macao, China",,,,,
0 01 101,Identificador de Estado,217,Maldivas,,,,,
0 01 101,Identificador de Estado,218,Mongolia,,,,,
0 01 101,Identificador de Estado,219,Myanmar,,,,,
0 01 101,Identificador de Estado,220,Nepal,,,,,
0 01 101,Identificador de Estado,221,Omán,,,,,
0 01 101,Identificador de Estado,222,Pakistán,,,,,
0 01 101,Identificador de Estado,223,Qatar,,,,,
0 01 101,Identificador de Estado,224,República de Corea,,,,,
0 01 101,Identificador de Estado,225,Yemen,,,,,
0 01 101,Identificador de Estado,226,Federación de Rusia (AR II),,,,,
0 01 101,Identificador de Estado,227,Arabia Saudita,,,,,
0 01 101,Identificador de Estado,228,Sri Lanka,,,,,
0 01 101,Identificador de Estado,229,Tayikistán,,,,,
0 01 101,Identificador de Estado,230,Tailandia,,,,,
0 01 101,Identificador de Estado,231,Turkmenistán,,,,,
0 01 101,Identificador de Estado,232,Emiratos Árabes Unidos,,,,,
0 01 101,Identificador de Estado,233,Uzbekistán,,,,,
0 01 101,Identificador de Estado,234,Viet Nam,,,,,
0 01 101,Identificador de Estado,235-299,Reservadas para la Región II (Asia),,,,,
0 01 101,Identificador de Estado,300,Argentina,,,,,
0 01 101,Identificador de Estado,301,"Bolivia, Estado Plurinacional de",,,,,
0 01 101,Identificador de Estado,302,Brasil,,,,,
0 01 101,Identificador de Estado,303,Chile,,,,,
0 01 101,Identificador de Estado,304,Colombia,,,,,
0 01 101,Identificador de Estado,305,Ecuador,,,,,
0 01 101,Identificador de Estado,306,Francia (AR III),,,,,
0 01 101,Identificador de Estado,307,Guyana,,,,,
0 01 101,Identificador de Estado,308,Paraguay,,,,,
0 01 101,Identificador de Estado,309,Perú,,,,,
0 01 101,Identificador de Estado,310,Suriname,,,,,
0 01 101,Identificador de Estado,311,Uruguay,,,,,
0 01 101,Identificador de Estado,312,"Venezuela, República Bolivariana de",,,,,
0 01 101,Identificador de Estado,313-399,Reservadas para la Región III (América del Sur),,,,,
0 01 101,Identificador de Estado,400,Antigua y Barbuda,,,,,
0 01 101,Identificador de Estado,401,Bahamas,,,,,
0 01 101,Identificador de Estado,402,Barbados,,,,,
0 01 101,Identificador de Estado,403,Belice,,,,,
0 01 101,Identificador de Estado,404,Territorios Británicos del Caribe,,,,,
0 01 101,Identificador de Estado,405,Canadá,,,,,
0 01 101,Identificador de Estado,406,Colombia,,,,,
0 01 101,Identificador de Estado,407,Costa Rica,,,,,
0 01 101,Identificador de Estado,408,Cuba,,,,,
0 01 101,Identificador de Estado,409,Dominica,,,,,
0 01 101,Identificador de Estado,410,República Dominicana,,,,,
0 01 101,Identificador de Estado,411,El Salvador,,,,,
0 01 101,Identificador de Estado,412,Francia (AR IV),,,,,
0 01 101,Identificador de Estado,413,Guatemala,,,,,
0 01 101,Identificador de Estado,414,Haití,,,,,
0 01 101,Identificador de Estado,415,Honduras,,,,,
0 01 101,Identificador de Estado,416,Jamaica,,,,,
0 01 101,Identificador de Estado,417,México,,,,,
0 01 101,Identificador de Estado,418,Curaçao y San Martín,,,,,
0 01 101,Identificador de Estado,419,Nicaragua,,,,,
0 01 101,Identificador de Estado,420,Panamá,,,,,
0 01 101,Identificador de Estado,421,Santa Lucía,,,,,
0 01 101,Identificador de Estado,422,Trinidad y Tabago,,,,,
0 01 101,Identificador de Estado,423,Reino Unido de Gran Bretaña e Irlanda del Norte (AR IV),,,,,
0 01 101,Identificador de Estado,424,Estados Unidos de América (AR IV),,,,,
0 01 101,Identificador de Estado,425,"Venezuela, República Bolivariana de",,,,,
0 01 101,Identificador de Estado,426-499,"Reservadas para la Región IV (América del Norte, América Central y el Caribe)",,,,,
0 01 101,Identificador de Estado,500,Australia,,,,,
0 01 101,Identificador de Estado,501,Brunei Darussalam,,,,,
0 01 101,Identificador de Estado,502,Islas Cook,,,,,
0 01 101,Identificador de Estado,503,Fiji,,,,,
0 01 101,Identificador de Estado,504,Polinesia francesa,,,,,
0 01 101,Identificador de Estado,505,Indonesia,,,,,
0 01 101,Identificador de Estado,506,Kiribati,,,,,
0 01 101,Identificador de Estado,507,Malasia,,,,,
0 01 101,Identificador de Estado,508,"Micronesia, Estados Federados de",,,,,
0 01 101,Identificador de Estado,509,Nueva Caledonia,,,,,
0 01 101,Identificador de Estado,510,Nueva Zelandia,,,,,
0 01 101,Identificador de Estado,511,Niue,,,,,
0 01 101,Identificador de Estado,512,Papua Nueva Guinea,,,,,
0 01 101,Identificador de Estado,513,Filipinas,,,,,
0 01 101,Identificador de Estado,514,Samoa,,,,,
0 01 101,Identificador de Estado,515,Singapur,,,,,
0 01 101,Identificador de Estado,516,Islas Salomón,,,,,
0 01 101,Identificador de Estado,517,Tonga,,,,,
0 01 101,Identificador de Estado,518,Reino Unido de Gran Bretaña e Irlanda del Norte (AR V),,,,,
0 01 101,Identificador de Estado,519,Estados Unidos de América (AR V),,,,,
0 01 101,Identificador de Estado,520,Vanuatu,,,,,
0 01 101,Identificador de Estado,521-599,Reservadas para la Región V (Suroeste del Pacífico),,,,,
0 01 101,Identificador de Estado,600,Albania,,,,,
0 01 101,Identificador de Estado,601,Armenia,,,,,
0 01 101,Identificador de Estado,602,Austria,,,,,
0 01 101,Identificador de Estado,603,Azerbaiyán,,,,,
0 01 101,Identificador de Estado,604,Belarús,,,,,
0 01 101,Identificador de Estado,605,Bélgica,,,,,
0 01 101,Identificador de Estado,606,Bosnia y Herzegovina,,,,,
0 01 101,Identificador de Estado,607,Bulgaria,,,,,
0 01 101,Identificador de Estado,608,Croacia,,,,,
0 01 101,Identificador de Estado,609,Chipre,,,,,
0 01 101,Identificador de Estado,610,Chequia,,,,,
0 01 101,Identificador de Estado,611,Dinamarca,,,,,
0 01 101,Identificador de Estado,612,Estonia,,,,,
0 01 101,Identificador de Estado,613,Finlandia,,,,,
0 01 101,Identificador de Estado,614,Francia (AR VI),,,,,
0 01 101,Identificador de Estado,615,Georgia,,,,,
0 01 101,Identificador de Estado,616,Alemania,,,,,
0 01 101,Identificador de Estado,617,Grecia,,,,,
0 01 101,Identificador de Estado,618,Hungría,,,,,
0 01 101,Identificador de Estado,619,Islandia,,,,,
0 01 101,Identificador de Estado,620,Irlanda,,,,,
0 01 101,Identificador de Estado,621,Israel,,,,,
0 01 101,Identificador de Estado,622,Italia,,,,,
0 01 101,Identificador de Estado,623,Jordania,,,,,
0 01 101,Identificador de Estado,624,Kazajstán,,,,,
0 01 101,Identificador de Estado,625,Letonia,,,,,
0 01 101,Identificador de Estado,626,Líbano,,,,,
0 01 101,Identificador de Estado,627,Lituania,,,,,
0 01 101,Identificador de Estado,628,Luxemburgo,,,,,
0 01 101,Identificador de Estado,629,Malta,,,,,
0 01 101,Identificador de Estado,630,Mónaco,,,,,
0 01 101,Identificador de Estado,631,Montenegro,,,,,
0 01 101,Identificador de Estado,632,Países Bajos,,,,,
0 01 101,Identificador de Estado,633,Noruega,,,,,
0 01 101,Identificador de Estado,634,Polonia,,,,,
0 01 101,Identificador de Estado,635,Portugal (AR VI),,,,,
0 01 101,Identificador de Estado,636,República de Moldova,,,,,
0 01 101,Identificador de Estado,637,Rumania,,,,,
0 01 101,Identificador de Estado,638,Federación de Rusia (AR VI),,,,,
0 01 101,Identificador de Estado,639,Serbia,,,,,
0 01 101,Identificador de Estado,640,Eslovaquia,,,,,
0 01 101,Identificador de Estado,641,Eslovenia,,,,,
0 01 101,Identificador de Estado,642,España (AR VI),,,,,
0 01 101,Identificador de Estado,643,Suecia,,,,,
0 01 101,Identificador de Estado,644,Suiza,,,,,
0 01 101,Identificador de Estado,645,República Árabe Siria,,,,,
0 01 101,Identificador de Estado,646,Macedonia del Norte,,,,,
0 01 101,Identificador de Estado,647,Turquía,,,,,
0 01 101,Identificador de Estado,648,Ucrania,,,,,
0 01 101,Identificador de Estado,649,Reino Unido de Gran Bretaña e Irlanda del Norte (AR VI),,,,,
0 01 101,Identificador de Estado,650-699,Reservadas para la Región VI (Europa),,,,,
0 01 101,Identificador de Estado,700-999,Reservadas,,,,,
0 01 101,Identificador de Estado,1000-1022,No utilizadas,,,,,
0 01 101,Identificador de Estado,1023,Valor faltante,,,,,
0 01 150,Sistema de coordenadas de referencia,0,"WGS84, utilizada por la OACI desde 1998",,,,,
0 01 150,Sistema de coordenadas de referencia,1,"ETRS89, definida por el Grupo Europeo de Encuestas sobre el Petróleo (EPSG):4258",,,,,
0 01 150,Sistema de coordenadas de referencia,2,"NAD83, definida por el EPSG:4269",,,,,
0 01 150,Sistema de coordenadas de referencia,3,"DHDN, definida por el EPSG:4314",,,,,
0 01 150,Sistema de coordenadas de referencia,4,"Dato elipsoide que utiliza el Meridiano de Referencia Internacional y el Polo de Referencia Internacional como el meridiano principal y polo principal respectivamente, y el origen del Sistema de Referencia Terrestre Internacional (ITRS) (véase la nota 2). El Servicio Internacional de Rotación de la Tierra y Sistemas de Referencia (IERS) se ocupa de mantener el Meridiano de Referencia Internacional, el Polo de Referencia Internacional y el ITRS.",,,,,
0 01 150,Sistema de coordenadas de referencia,5,"Sistema de coordenadas centradas en la Tierra, fijas en la Tierra (ECEF) o sistema de rotación geocéntrico (ECR). Este es un sistema de mano derecha, de coordenadas cartesianas (X, Y, Z) que rota con la Tierra. El origen coincide con el centro de masas terrestre. (La nota 5 de la Clase 27 no se aplica si las coordenadas ECEF están especificadas.)",,,,,
0 01 150,Sistema de coordenadas de referencia,6-65534,Reservadas,,,,,
0 01 150,Sistema de coordenadas de referencia,255,Valor faltante,,,,,
0 01 151,Dato de referencia del nivel medio del mar obtenido respecto a una referencia fija,0,Modelo gravitacional de la Tierra de 1996,,,,,
0 01 151,Dato de referencia del nivel medio del mar obtenido respecto a una referencia fija,1,Sistema báltico de altura 1977,,,,,
0 01 151,Dato de referencia del nivel medio del mar obtenido respecto a una referencia fija,2-4094,Reservadas,,,,,
0 01 151,Dato de referencia del nivel medio del mar obtenido respecto a una referencia fija,4095,Valor faltante,,,,,
