Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
99cat,seqTitle,,,,002031,Duración y hora de la medición actual,,,,Operational
99cat,seqTitle,,,,002030,Método de medición de la corriente,,,,Operational
99cat,seqTitle,,,,022005,Dirección de la corriente en la superficie del mar,,,,Operational
99cat,seqTitle,,,,022032,Velocidad de la corriente en la superficie del mar,,,,Operational
99cat,seqTitle,,,,022063,Profundidad total de agua,,,,Operational
99cat,seqTitle,,,,008080,Calificador del banderín de calidad del GTSPP,,,,Operational
99cat,seqTitle,,,,033050,Banderín de calidad mundial del GTSPP,,,,Operational
99cat,seqTitle,,,,022178,Tipo de dispositivo de lanzamiento de XBT/XCTD,,,,Operational
99cat,seqTitle,,,,022177,Altura del dispositivo de lanzamiento de XBT/ XCTD,Por encima del nivel del mar | 0 a 50 m en unidades de metros enteros,,,Operational
99cat,seqTitle,,,,022067,Tipo de instrumento para la medición del perfil de la temperatura/salinidad del agua,,,,Operational
99cat,seqTitle,,,,008041,Significación de datos,,,,Operational
99cat,seqTitle,,,,026021,Año,,,,Operational
99cat,seqTitle,,,,026022,Mes,,,,Operational
99cat,seqTitle,,,,026023,Día,,,,Operational
99cat,seqTitle,,,,022068,Tipos de registrador del perfil de temperatura del agua,,,,Operational
99cat,seqTitle,,,,025061,Identificación y número de versión del software,,,,Operational
99cat,seqTitle,,,,008041,Significación de datos,Fijar en faltante (anular),,,Operational
99cat,seqTitle,,,,008080,Calificador del banderín de calidad del GTSPP,Fijar en faltante (anular),,,Operational
99cat,seqTitle,,,,002171,Número de serie del instrumento para la medición de la temperatura del agua,,,,Operational
99cat,seqTitle,,,,302090,"Temperatura del mar/agua, alta precisión",,,,Operational
99cat,seqTitle,,,,002171,Número de serie del instrumento para la medición del perfil de la temperatura del agua,,,,Operational
99cat,seqTitle,,,,002032,Indicador de digitalización (véase la nota 3),,,,Operational
99cat,seqTitle,,,,315005,Perfil de temperatura del agua (perfil de temperatura observado mediante un XBT o una boya),,,,Operational
99cat,seqTitle,315005,Perfil de temperatura del agua (perfil de temperatura observado mediante un XBT o una boya),,106000,Repetición diferida de 6 descriptores,,,,Operational
99cat,seqTitle,,,,031002,Factor ampliado de repetición diferida del descriptor,,,,Operational
99cat,seqTitle,,,,007063,Profundidad por debajo de la superficie del mar/agua (cm),,,,Operational
99cat,seqTitle,,,,008080,Calificador del banderín de calidad del GTSPP,= 13 profundidad del agua a un nivel,,,Operational
99cat,seqTitle,,,,033050,Banderín de calidad mundial del GTSPP,,,,Operational
99cat,seqTitle,,,,022043,Temperatura del mar/agua,,,,Operational
99cat,seqTitle,,,,008080,Calificador del banderín de calidad del GTSPP,= 11 temperatura del agua a un nivel,,,Operational
99cat,seqTitle,,,,033050,Banderín de calidad mundial del GTSPP,,,,Operational
99cat,seqTitle,315007,"(Secuencia para la representación de datos procedentes de un instrumento sumergido, a bordo de un buque, que mide los perfiles de temperatura del mar/agua, salinidad y corriente subsuperficiales)",,301003,Señal de llamada del buque y movimiento,,,,Operational
99cat,seqTitle,XXXXX,,Ampliación de la identificación,001019,Nombre completo de la estación o emplazamiento,,,,Operational
99cat,seqTitle,0,,,001103,Número OMI. Registro Lloyd único,Límite de los valores comprendido entre 0 y 9999999,,,Operational
99cat,seqTitle,0,,,001087,Indicador ampliado de la plataforma de observación marina de la OMM,Fijar en faltante si se notifica la señal de llamada del buque,,,Operational
99cat,seqTitle,0,,Información sobre el crucero/línea del buque,001036,Organismo encargado de operar la plataforma de observación,,,,Operational
99cat,seqTitle,0,,,001115,Identificador del crucero o misión en que se recopilaron los datos,Fijar en faltante si no se notifica el identificador del crucero,,,Operational
99cat,seqTitle,0,,,001080,Número de línea del buque según el SOOP,,,,Operational
99cat,seqTitle,0,,,005036,Número de transecta del buque según el SOOP,,,,Operational
99cat,seqTitle,3,,,301011,"Año, mes, día",,,,Operational
99cat,seqTitle,3,,,301012,"Hora, minuto",,,,Operational
99cat,seqTitle,3,,,301021,Latitud/longitud (gran exactitud),,,,Operational
99cat,seqTitle,0,,Información de perfiles,001079,Identificador único de perfil,,,,Operational
99cat,seqTitle,0,,,001023,Número de secuencia de observación,Número de observación/estación a lo largo de la línea/transecta,,,Operational
99cat,seqTitle,0,,,022063,Profundidad total del agua,,,,Operational
99cat,seqTitle,1,,Presión de superficie,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,302001,Presión y cambio de presión en 3 horas,,,,Operational
99cat,seqTitle,1,,Olas,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,302021,Olas,,,,Operational
99cat,seqTitle,1,,Datos de temperatura y humedad,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,302052,Datos de temperatura y humedad desde buques,,,,Operational
99cat,seqTitle,1,,Datos de viento,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,302059,Datos del viento desde buques,,,,Operational
99cat,seqTitle,0,,"Temperatura, salinidad y corriente superficiales",022067,Tipo de instrumento para la medición del perfil de la temperatura/salinidad del agua,,,,Operational
99cat,seqTitle,0,,,002171,Número de serie del instrumento para la medición del perfil de la temperatura del agua,,,,Operational
99cat,seqTitle,3,,,302090,"Temperatura del mar/agua, gran precisión",Temperatura en superficie,,,Operational
99cat,seqTitle,3,,,306033,Salinidad superficial,,,,Operational
99cat,seqTitle,3,,,306034,Corriente superficial,,,,Operational
99cat,seqTitle,0,,,002171,Número de serie del instrumento para la medición del perfil de la temperatura del agua,Fijar en faltante(anular),,,Operational
99cat,seqTitle,0,,,022067,Tipo de instrumento para la medición del perfil de la temperatura/salinidad del agua,Fijar en faltante (anular),,,Operational
99cat,seqTitle,0,,Datos de perfil de temperatura y salinidad,002038,Método de medición de la temperatura y/o salinidad del agua,,,,Operational
99cat,seqTitle,0,,,022067,Tipo de instrumento para la medición del perfil de la temperatura/salinidad del agua,,,,Operational
99cat,seqTitle,0,,,022068,Tipos de registrador del perfil de la temperatura del agua,,,,Operational
99cat,seqTitle,0,,,002171,Número de serie del instrumento para la medición de la temperatura del agua,,,,Operational
99cat,seqTitle,0,,,002033,Método de medición de la salinidad/profundidad,,,,Operational
99cat,seqTitle,0,,,002032,Indicador de digitalización,,,,Operational
99cat,seqTitle,0,,,022056,Dirección del perfil,,,,Operational
99cat,seqTitle,0,,,003011,Método de cálculo de la profundidad,,,,Operational
99cat,seqTitle,3,,,306035,Perfil de temperatura y salinidad,,,,Operational
99cat,seqTitle,1,,Datos de perfil de la corriente,107000,Repetición diferida de 7 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,002032,Indicador de digitalización,,,,Operational
99cat,seqTitle,0,,,003010,Método de medición de la corriente de mar/agua,,,,Operational
99cat,seqTitle,0,,,002031,Duración y hora de medición de la corriente,,,,Operational
99cat,seqTitle,0,,,002040,Método para eliminar los efectos de la velocidad y del movimiento de la plataforma en la medición de la corriente,,,,Operational
99cat,seqTitle,0,,,022056,Dirección del perfil,,,,Operational
99cat,seqTitle,0,,,003011,Método de cálculo de la profundidad,,,,Operational
99cat,seqTitle,3,,,306036,Perfil de la corriente,,,,Operational
99cat,seqTitle,1,,Datos de perfil del oxígeno disuelto,104000,Repetición diferida de 4 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,002032,Indicador de digitalización,,,,Operational
99cat,seqTitle,0,,,003012,Tipo de instrumento/sensor para la medición del oxígeno disuelto,,,,Operational
99cat,seqTitle,0,,,003011,Método de cálculo de la profundidad,,,,Operational
99cat,seqTitle,3,,,306037,Datos de perfil del oxígeno disuelto,,,,Operational
99cat,seqTitle,315 008,(Secuencia para la representación de datos desde boyas fijas),Identificación y ubicación de boyas,301126,Secuencia para la representación de identificación de boyas fijas,,,,Operational
99cat,seqTitle,1,,Datos meteorológicos complementarios opcionales,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,302091,Secuencia para la representación de observaciones meteorológicas complementarias,,,,Operational
99cat,seqTitle,1,,Mediciones opcionales de radiación,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,302082,Datos de radiación,,,,Operational
99cat,seqTitle,1,,Mediciones básicas opcionales de olas,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306039,Secuencia para la representación de mediciones básicas de olas,,,,Operational
99cat,seqTitle,1,,Mediciones espectrales opcionales de las olas,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306040,Secuencia para la representación de mediciones espectrales detalladas de las olas,,,,Operational
99cat,seqTitle,1,,Mediciones opcionales del perfil de la temperatura,102000,Repetición diferida de 2 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,002005,Precisión de la observación de la temperatura,,,,Operational
99cat,seqTitle,3,,,306041,Perfil de profundidad y temperatura (gran exactitud/precisión),,,,Operational
99cat,seqTitle,1,,Mediciones opcionales del perfil de temperatura y salinidad,102000,Repetición diferida de 2 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,002005,Precisión de la observación de la temperatura,,,,Operational
99cat,seqTitle,3,,,306004,"Profundidad, temperatura, salinidad",,,,Operational
99cat,seqTitle,1,,Mediciones opcionales de la corriente subsuperficial,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306005,Mediciones de la corriente subsuperficial,,,,Operational
99cat,seqTitle,0,,,008021,Significación temporal,= 26 hora de la última posición conocida,,,Operational
99cat,seqTitle,3,,,301011,"Año, mes, día",Fecha de la última posición conocida,,,Operational
99cat,seqTitle,3,,,301012,"Hora, minuto",Hora de la última posición conocida,,,Operational
99cat,seqTitle,3,,Ubicación y calidad de la ubicación,301021,Latitud/longitud (gran exactitud),,,,Operational
99cat,seqTitle,2,,,208016,Cambiar la anchura del campo IA5 CCITT,Cambiar a 16 caracteres,,,Operational
99cat,seqTitle,0,,,001051,Número de identificación del transmisor de la plataforma,,,,Operational
99cat,seqTitle,2,,,208000,Cambiar la anchura del campo IA5 CCITT,Anular,,,Operational
99cat,seqTitle,0,,,002148,Sistema de recopilación de datos y/o ubicación,"= 1 Argos, = 8 Iridium y GPS, = 9 Argos-3",,,Operational
99cat,seqTitle,0,,,001012,Dirección del movimiento de la plataforma de observación móvil,Dirección de deriva de la plataforma,,,Operational
99cat,seqTitle,0,,,001014,Velocidad de deriva de la plataforma (gran precisión),Velocidad de movimiento de la plataforma de observación móvil,,,Operational
99cat,seqTitle,0,,,033022,Calidad de la transmisión entre la boya y el satélite,,,,Operational
99cat,seqTitle,0,,,033023,Calidad de la ubicación de la boya,,,,Operational
99cat,seqTitle,0,,,033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),,,,Operational
99cat,seqTitle,0,,,025026,Voltaje de la batería (intervalo amplio),Voltaje de la batería de plataforma,,,Operational
99cat,seqTitle,0,,Estado de ancla flotante,002034,Tipo de ancla flotante,,,,Operational
99cat,seqTitle,0,,,022060,Estado del ancla flotante de la boya lagrangiana a la deriva,,,,Operational
99cat,seqTitle,0,,,007070,Profundidad del ancla flotante,,,,Operational
99cat,seqTitle,0,,,002190,Inmersión de una boya lagrangiana a la deriva (% tiempo en que permanece sumergida),,,,Operational
99cat,seqTitle,0,,Hora/fecha de observación,008021,Significación temporal,= 25 hora de notificación nominal,,,Operational
99cat,seqTitle,3,,,301011,"Año, mes, día",Fecha de observación,,,Operational
99cat,seqTitle,3,,,301012,"Hora, minuto",Hora de observación,,,Operational
99cat,seqTitle,0,,Temperatura y salinidad superficiales,002005,Precisión de la observación de la temperatura,,,,Operational
99cat,seqTitle,0,,,022043,Temperatura del mar/agua,,,,Operational
99cat,seqTitle,0,,,002033,Método de medición de la salinidad/profundidad,,,,Operational
99cat,seqTitle,0,,,022059,Salinidad en la superficie del mar,,,,Operational
99cat,seqTitle,0,,Tipo de superficie/información sobre el hielo,008029,Tipo de superficie,,,,Operational
99cat,seqTitle,0,,,013115,Espesor del hielo,,,,Operational
99cat,seqTitle,1,,Mediciones opcionales del perfil de temperatura y salinidad,103000,Repetición diferida de 3 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,002005,Precisión de la observación de la temperatura,,,,Operational
99cat,seqTitle,3,,,306004,"Profundidad, temperatura y salinidad",,,,Operational
99cat,seqTitle,0,,,002005,Precisión de la observación de temperatura,Fijar en faltante (anular),,,Operational
99cat,seqTitle,0,,Datos de presión y temperatura de aire,010004,Presión,,,,Operational
99cat,seqTitle,0,,,010051,Presión reducida a nivel medio del mar,,,,Operational
99cat,seqTitle,1,,,102000,Repetición diferida de 2 descriptores,,,,Operational
99cat,seqTitle,0,,,007033,Altura del sensor sobre la superficie del agua,,,,Operational
99cat,seqTitle,0,,,012101,Temperatura/temperatura del aire,,,,Operational
99cat,seqTitle,,,Datos de viento,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,,,,306039,Secuencia para la representación de mediciones básicas de olas,,,,Operational
99cat,seqTitle,315010,(Primeros cinco componentes de Fourier del espectro de las ondas),,112000,Repetición diferida de 12 descriptores,,,,Operational
99cat,seqTitle,,,,031001,Factor de repetición diferida del descriptor,,,,Operational
99cat,seqTitle,,,,201144,Cambio de anchura de datos,,,,Operational
99cat,seqTitle,,,,202133,Cambio de escala,,,,Operational
99cat,seqTitle,,,,022080,Frecuencia central de las bandas de onda,,,,Operational
99cat,seqTitle,,,,022096,Anchura espectral de las bandas,,,,Operational
99cat,seqTitle,,,,022069,Densidad espectral de las ondas,,,,Operational
99cat,seqTitle,,,,202000,Cambio de escala,,,,Operational
99cat,seqTitle,,,,201000,Cambio de anchura de datos,,,,Operational
99cat,seqTitle,,,,042011,a1 Coeficiente de la serie direccional de Fourier,,,,Operational
99cat,seqTitle,,,,042012,b1 Coeficiente de la serie direccional de Fourier,,,,Operational
99cat,seqTitle,,,,042013,a2 Coeficiente de la serie direccional de Fourier,,,,Operational
99cat,seqTitle,,,,042014,b2 Coeficiente de la serie direccional de Fourier,,,,Operational
99cat,seqTitle,,,,042015,Verificar el factor K,,,,Operational
99cat,seqTitle,315011,(Observaciones meteorológicas y oceanográficas de vehículos autónomos en superficie),,301150,Identificador del WIGOS,,,,Operational
99cat,seqTitle,,,,001087,Indicador ampliado de la plataforma de observación marina de la OMM,,,,Operational
99cat,seqTitle,,,,001036,Organismo encargado de operar la plataforma de observación,,,,Operational
99cat,seqTitle,,,,001085,Modelo del fabricante de la plataforma de observación,,,,Operational
99cat,seqTitle,,,,001086,Número de serie del fabricante de la plataforma de observación,,,,Operational
99cat,seqTitle,,,,003001,Tipo de estación de superficie,,,,Operational
99cat,seqTitle,,,,208032,Cambio de anchura del campo CCITT IA5,,,,Operational
99cat,seqTitle,,,,001079,Identificador único de perfil,,,,Operational
99cat,seqTitle,,,,208000,Cambio de anchura del campo CCITT IA5,,,,Operational
99cat,seqTitle,,,,301011,"Año, mes, día",,,,Operational
99cat,seqTitle,3,,,301012,"Hora, minuto",,,,Operational
99cat,seqTitle,3,,,301021,Latitud/longitud (gran exactitud),,,,Operational
99cat,seqTitle,0,,,001012,Dirección del movimiento de la plataforma de observación,,,,Operational
99cat,seqTitle,0,,,001014,Velocidad de deriva de la plataforma (gran precisión),,,,Operational
99cat,seqTitle,0,,,011104,"Rumbo verdadero de la aeronave, buque u otra plataforma móvil",,,,Operational
99cat,seqTitle,1,,,103000,Repetición diferida de 3 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,007031,Altura del barómetro sobre el nivel medio del mar,,,,Operational
99cat,seqTitle,3,,,306038,Secuencia para la representación de observaciones meteorológicas marinas normalizadas de superficie desde boyas fijas,,,,Operational
99cat,seqTitle,0,,,012161,Temperatura de la película superficial,,,,Operational
99cat,seqTitle,1,,,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306034,Corriente superficial,,,,Operational
99cat,seqTitle,1,,,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306039,Secuencia para la representación de mediciones básicas de las olas,,,,Operational
99cat,seqTitle,1,,,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306033,Salinidad superficial,,,,Operational
99cat,seqTitle,1,,,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306041,Perfil de profundidad y temperatura (gran exactitud/precisión),,,,Operational
99cat,seqTitle,1,,,101000,Factor de repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306004,"Profundidad, temperatura, salinidad",,,,Operational
99cat,seqTitle,1,,,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,3,,,306005,Mediciones de la corriente subsuperficial,,,,Operational
99cat,seqTitle,1,,,105000,Factor de repetición diferida de 5 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,041001,pCO2,,,,Operational
99cat,seqTitle,0,,,008043,Tipo de componente atmosférico químico o físico,,,,Operational
99cat,seqTitle,0,,,015028,Fracción molar del componente/contaminante atmosférico en el aire seco,,,,Operational
99cat,seqTitle,0,,,008043,Tipo de componente atmosférico químico o físico,,,,Operational
99cat,seqTitle,0,,,013080,pH del agua,,,,Operational
99cat,seqTitle,1,,,104000,Repetición diferida de 4 descriptores,,,,Operational
99cat,seqTitle,0,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,0,,,041005,Turbiedad,,,,Operational
99cat,seqTitle,0,,,041003,Nitratos disueltos,,,,Operational
99cat,seqTitle,0,,,022188,Oxígeno disuelto,,,,Operational
99cat,seqTitle,,,,041002,Fluorescencia,,,,Operational
99cat,seqTitle,,,,101000,Repetición diferida de 1 descriptor,,,,Operational
99cat,seqTitle,,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,,,,306040,Secuencia para la representación de mediciones detalladas del espectro de las olas,,,,Operational
99cat,seqTitle,,,,104000,Repetición diferida de 4 descriptores,,,,Operational
99cat,seqTitle,,,,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
99cat,seqTitle,,,,008021,Significación temporal,,,,Operational
99cat,seqTitle,,,,004025,Período o desplazamiento de tiempo,,,,Operational
99cat,seqTitle,,,,014017,Radiación instantánea de onda larga,,,,Operational
99cat,seqTitle,,,,014018,Radiación instantánea de onda corta,,,,Operational
99cat,seqTitle,315013,(Secuencia para notificar los datos del perfil de trayectoria a partir de sensores colocados en animales marinos),,301150,Identificador del WIGOS,,,,Operational
99cat,seqTitle,,,,001087,Indicador ampliado de la plataforma de observación marina de la OMM,"Número de la OMM, si se hubiese asignado",,,Operational
99cat,seqTitle,,,,208032,Cambio de anchura de CCITT IA5,Cambio de anchura a 32 caracteres,,,Operational
99cat,seqTitle,,,,001019,Identificación de la estación de buque o de la estación terrestre móvil,"Identificador de la plataforma, por ejemplo, ct145-933- BAT2-18 (máx. 32 caracteres)",,,Operational
99cat,seqTitle,,,,208000,Cambio de anchura de CCITT IA5,Anular cambio de anchura,,,Operational
99cat,seqTitle,,,,003001,Tipo de estación de superficie,10 (animal marino),,,Operational
99cat,seqTitle,,,,022067,Tipo de instrumento para la medición del perfil de la temperatura/salinidad del agua,Fijar en 995 (colocado en animal marino),,,Operational
99cat,seqTitle,,,,001051,Número de identificación del transmisor de la plataforma,"Por ejemplo, Argos PTT",,,Operational
99cat,seqTitle,,,,002148,Sistema de recopilación de datos y/o ubicación,,,,Operational
99cat,seqTitle,,,,112000,Repetición diferida de 12 descriptores,,,,Operational
99cat,seqTitle,,,,031001,Factor de repetición diferida del descriptor,,,,Operational
99cat,seqTitle,,,,008021,Significación temporal,"Fijar en 26, hora de la última posición conocida",,,Operational
99cat,seqTitle,,,,301011,"Año, mes, día",,,,Operational
99cat,seqTitle,,,,301012,"Hora, minuto",,,,Operational
99cat,seqTitle,,,,301021,Latitud/longitud (gran exactitud),,,,Operational
99cat,seqTitle,,,,001012,Dirección del movimiento de la plataforma de observación,,,,Operational
99cat,seqTitle,,,,001014,Velocidad de deriva de la plataforma (gran precisión),,,,Operational
99cat,seqTitle,,,,033022,Calidad de la transmisión entre la boya y el satélite,,,,Operational
99cat,seqTitle,,,,033023,Calidad de la ubicación de la boya,,,,Operational
99cat,seqTitle,,,,033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),,,,Operational
99cat,seqTitle,,,,007063,Profundidad por debajo de la superficie del mar/ agua,,,,Operational
99cat,seqTitle,,,,022045,Temperatura del mar/agua,,,,Operational
99cat,seqTitle,,,,008021,Significación temporal,Fijar en faltante/ anular,,,Operational
