FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 24 003,Composición de la emisión de sustancias,0,Gases nobles,,,,,
0 24 003,Composición de la emisión de sustancias,1,Yoduros,,,,,
0 24 003,Composición de la emisión de sustancias,2,Cesios,,,,,
0 24 003,Composición de la emisión de sustancias,3,Elementos transuránicos,,,,,
0 24 003,Composición de la emisión de sustancias,4-30,Reservadas,,,,,
0 24 003,Composición de la emisión de sustancias,31,Valor faltante,,,,,
