Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
,,,Boya o plataforma — fija,,,,,,,
,,308001,,,301033,Boya/plataforma — fija,"Identificación, tipo, fecha/hora, posición (gran exactitud)",,,
,,,,,302011,Estación de baja altitud,Informe básico de observación de superficie,,,
,,,,,022042,Temperatura del mar/agua,,,,
,,,Boya o plataforma — fija,,,,,,,
,,308002,,,301034,Boya/plataforma — fija,"Identificación, tipo, fecha/hora, posición (exactitud aproximada)",,,
,,,,,302011,Estación de baja altitud,Informe básico de observación de superficie,,,
,,,,,022042,Temperatura del mar/agua,,,,
,,,Boya o plataforma — móvil) (Véase la nota 1,,,,,,,
,,308003,,,301035,Boya/plataforma — móvil,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud
aproximada)",,,
,,,,,302011,Estación de baja altitud,Informe básico de observación de superficie,,,
,,,,,022042,Temperatura del mar/agua,,,,
,,,Buque,,,,,,,
,,308004,,,301036,Buque,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud
aproximada)",,,
,,,,,302011,Estación de baja altitud,Informe básico de observación de superficie,,,
,,,,,022042,Temperatura del mar/agua,,,,
,,308005,,,308004,Buque,Informe básico de buque,,,
,,,,,302024,Olas de viento y olas de mar de fondo,,,,
,,,Parámetros facultativos de la Sección 1 de boyas,,,,,,,
,,308006,,,010004,Presión,,,,
,,,,,010061,Cambio de la presión en 3 horas,,,,
,,,,,010063,Característica de la tendencia barométrica,,,,
,,,,,011001,Dirección del viento,,,,
,,,,,011002,Velocidad del viento,,,,
,,,,,012004,Temperatura del aire a 2 m,,,,
,,,,,013003,Humedad relativa,,,,
,,,,,022042,Temperatura del mar/agua,,,,
,,308007,,,301055,"Identificación y tipo de estación fecha/hora, posición (gran exactitud), movimiento",,,,
,,,,,302011,Estación de baja altitud,Informe básico de observación de superficie,,,
,,,,,007062,Profundidad por debajo de la superficie del mar/agua,,,,
,,,,,022042,Temperatura del mar/agua,,,,
,,,,,,"(Secuencia para la representación de informes
sinópticos procedentes de una estación marina apropiados para datos desde buques)",,,,
,,308009,,,301093,"Identificación del buque, movimiento, fecha/hora, coordenadas horizontal y vertical",,,,
,,,,,302001,Presión y cambio de presión en tres horas,,,,
,,,,,302054,Datos “instantáneos” desde buques,,,,
,,,,,008002,Significación vertical (observaciones en superficie),,,,
,,,,,302055,Engelamiento y hielo,,,,
,,,,,302057,Datos marinos desde buques,,,,
,,,,,302060,Datos “del período” desde buques,,,,
,,,Modelo TRACKOB,,,,,,,
,,308010,,,001011,Identificador del buque o de la estación terrestre móvil,,,,
,,,,,113000,Repetición diferida de 13 descriptores,,,,
,,,,,031001,Factor de repetición diferida del descriptor,,,,
,,,,,301011,"Año, mes, día",,,,
,,,,,301012,"Hora, minuto",,,,
,,,Latitud/longitud (gran exactitud,,301021,,,,,
,,,,,004080,Período de promediación del valor siguiente,,,,
,,,,,022049,Temperatura en la superficie del mar,,,,
,,,,,004080,Período de promediación del valor siguiente,,,,
,,,,,022059,Salinidad en la superficie del mar,,,,
,,,,,004080,Período de promediación del valor siguiente,,,,
,,,,,022005,Dirección de la corriente en la superficie del mar,,,,
,,,,,002042,Indicador de la velocidad de la corriente en la superficie del mar,,,,
,,,,,022032,Velocidad de la corriente en la superficie del mar,,,,
,,,,,002042,Indicador de la velocidad de la corriente en la superficie del mar,Anular,,,
,,,,,004080,Período de premediación para el valor siguiente,Anular,,,
,,,Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP,,,,,,,
,,308011,,,001011,Identificador del buque o de la estación terrestre móvil,Señal de llamada del buque,,,
,,,,,002001,Tipo de estación,,,,
,,,,,301011,"Año, mes, día (véase la nota 2)",,,,
,,,,,301012,"Hora, minuto (véase la nota 2)",,,,
,,,,,301023,Latitud/longitud (exactitud aproximada),,,,
,,0,,,07030,Altura del suelo de la estación sobre el nivel medio del mar (véase la nota 3),,,,
,,0,,,07031,Altura del barómetro sobre el nivel medio del mar (véase la nota 3),,,,
,,0,,,04074,Período o desplazamiento de tiempo abreviado (véase la nota 2),= UTC – LT,,,
,,0,,,04023,Período o desplazamiento de tiempo,= Número de días del mes,,,
,,0,,,08023,Estadísticas de primer orden,= 4 valor medio,,,
,,0,,,10051,Presión reducida a nivel medio del mar,,,,
,,0,,,07032,"Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina) (véase la
nota 3)",Medición de la temperatura,,,
