TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 006,3 04 005,Humidité relative moyenne de la couche,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 007,3 01 042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 007,3 04 006,Rayonnement,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 010,0 01 007,"(Information sur les orbites, partie I) Indicateur d'identification du satellite",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 010,0 05 040,Numéro de l'orbite,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 010,0 02 021,Données instrumentales satellitaires utilisées dans le traitement,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 010,0 05 041,Numéro de la ligne de balayage,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 010,0 04 001,Année,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 010,0 04 003,Jour de l'année,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,2 02 131,"(Information sur les orbites, partie II) Changer d'échelle",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,2 01 149,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,0 04 006,Seconde,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,2 01 000,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,2 02 126,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,0 10 002,Hauteur,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,2 02 000,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,0 05 043,Numéro du champ de vision,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 011,0 05 053,Incrément du numéro du champ de vision,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 012,2 02 129,(Températures de luminance mesurées par HIRS canaux 1 à 19) Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 012,2 01 132,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 012,1 01 019,Répéter 1 descripteur 19 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 012,0 12 063,Température de luminance,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 012,2 01 000,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 012,2 02 000,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 013,0 05 042,(Températures de luminance mesurées par HIRS canal 20) Numéro du canal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 013,2 02 129,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 013,2 01 135,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 013,0 12 063,Température de luminance,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 013,2 01 000,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 013,2 02 000,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,3 12 010,"(Données satellitaires transmises par HIRS) Information sur les orbites, partie I",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,3 12 011,"Information sur les orbites, partie II",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,1 05 056,Répéter 5 descripteurs 56 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,0 05 042,Numéro du canal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,0 05 052,Incrément du numéro du canal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,3 12 012,Températures de luminance mesurées par HIRS canaux 1 à 19,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 014,3 12 013,Températures de luminance mesurées par HIRS - canal 20,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,1 09 011,(Températures de luminance mesurées par MSU canaux 1 à 4) Répéter 9 descripteurs 11 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,0 05 042,Numéro du canal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,0 05 052,Incrément du numéro du canal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,2 02 129,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,2 01 132,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,1 01 004,Répéter 1 descripteur 4 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,0 12 063,Température de luminance,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,2 02 000,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 015,2 01 000,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 016,3 12 010,"(Données satellitaires transmises par MSU) Information sur les orbites, partie I",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 016,3 12 011,"Information sur les orbites, partie II",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 016,3 12 015,Températures de luminance mesurées par MSU - canaux 1 à 4,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,1 09 008,(Températures de luminance mesurées par SSU canaux 1 à 3) Répéter 9 descripteurs 8 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,0 05 042,Numéro du canal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,0 05 052,Incrément du numéro du canal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,2 02 129,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,2 01 132,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,1 01 003,Répéter 1 descripteur 3 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,0 12 063,Température de luminance,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,2 02 000,Changer d'échelle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 017,2 01 000,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 018,3 12 010,"(Données satellitaires transmises par SSU) Information sur les orbites, partie I",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 018,3 12 011,"Information sur les orbites, partie II",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 018,3 12 017,Températures de luminance mesurées par SSU - canaux 1 à 3,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,3 01 047,(Produit SAR mode vague avec modification du champ pour déterminer le numéro d'onde (spectrale)) En-tête de produits de satellite ERS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,3 01 048,Paramètres de radar,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,0 15 015,Valeur maximale du spectre de l'image avant normalisation,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,0 29 002,Type de grille de coordonnées,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,0 21 076,Représentation des intensités,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,1 06 012,Répéter 6 descripteurs 12 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,2 01 129,Changer le champ de données,14 bits de long
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,0 06 030,Numéro d'onde (spectrale),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,2 01 000,Changement du champ de données,Annuler
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,1 02 012,Répéter 2 descripteurs 12 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,0 05 030,Direction (spectrale),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,0 21 075,Intensité spectrale de l'image,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 019,0 21 066,Données sur le degré de confiance du produit SAR mode vague,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,3 01 047,(Produit SAR mode vague) En-tête de produits de satellite ERS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,3 01 048,Paramètres de radar,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,0 15 015,Valeur maximale du spectre de l'image avant normalisation,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,0 29 002,Type de grille de coordonnées,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,0 21 076,Représentation des intensités,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,1 04 012,Répéter 4 descripteurs 12 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,0 06 030,Numéro d'onde (spectrale),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,1 02 012,Répéter 2 descripteurs 12 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,0 05 030,Direction (spectrale),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,0 21 075,Intensité spectrale de l'image,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 020,0 21 066,Données sur le degré de confiance du produit SAR mode vague,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 021,3 01 047,(Produit du diffusiomètre concernant le vent) En-tête de produits de satellite ERS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 021,1 01 003,Répéter 1 descripteur 3 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 021,3 01 049,Données du faisceau radar,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 021,0 11 012,Vitesse du vent à 10 m,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 021,0 11 011,Direction du vent à 10 m,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 021,0 21 067,Données sur le degré de confiance du produit concernant le vent,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,3 01 047,(Produit du radioaltimètre) En-tête de produits de satellite ERS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 08 022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre correspondant à une moyenne
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 11 012,Vitesse du vent à 10 m,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 11 050,Écart type de la vitesse du vent horizontal,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 22 070,Hauteur significative des vagues,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 22 026,Écart type de la hauteur significative des vagues,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,3 12 041,Altitude,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 10 050,Écart type de l'altitude,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 21 068,Données sur le degré de confiance du produit du radioaltimètre,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 21 071,Maxima,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 21 072,État d'étalonnage de l'altimètre sur satellite,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 21 073,Mode de l'altimètre sur satellite,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,3 12 042,Corrections d'altitude,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 21 062,Rétrodiffusion,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 022,0 15 011,Log10 de la densité électronique intégrée,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 023,3 01 047,(Produit concernant la température de la mer en surface par ATSR) En-tête de produits de satellite ERS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 023,1 03 003,Répéter 3 descripteurs 3 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 023,0 08 022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre correspondant à une moyenne
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 023,0 12 061,Température de la pellicule superficielle,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 023,0 22 050,Écart type de la température de surface de la mer,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 023,0 21 069,Données sur le degré de confiance du produit concernant la température de la mer en surface,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 023,0 21 085,Nombre de bandes transversales de mesure de la température de la mer en surface par ATSR,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,3 12 020,(Produit SAR mode vague — format étendu) Produit SAR mode vague,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 08 060,Signification du mode de balayage de l'échantillon,Distance
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 08 022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre de données dans l'échantillon
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 08 060,Signification du mode de balayage de l'échantillon,Horizontal
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 08 022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre de données dans l'échantillon
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 25 014,Coupure azimutale due au fouillis,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 22 101,Énergie totale aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 22 097,Longueur d'onde moyenne du spectre de l'image aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 22 098,Dispersion en longueur d'onde aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 22 099,Direction moyenne aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 024,0 22 100,Dispersion en direction aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,3 12 019,(Produit SAR mode vague — format étendu avec modification du champ pour déterminer le numéro d'onde (spectrale)) Produit SAR mode vague avec modification du champ pour déterminer le numéro d'onde (spectrale),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 08 060,Signification du mode de balayage de l'échantillon,Distance
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 08 022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre de données dans l'échantillon
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 08 060,Signification du mode de balayage de l'échantillon,Horizontal
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 08 022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre de données dans l'échantillon
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 25 014,Coupure azimutale due au fouillis,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 22 101,Énergie totale aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 22 097,Longueur d'onde moyenne du spectre de l'image aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 22 098,Dispersion en longueur d'onde aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 22 099,Direction moyenne aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 025,0 22 100,Dispersion en direction aux petits nombres d'ondes (longueur d'onde > 731 m),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 046,"(Donnée de Quikscat) Indicateur d'identification du satellite, direction de déplacement, détecteur, modèle, logiciel, résolution",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 011,"Année, mois, jour",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 013,"Heure, minute, seconde",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 12 031,Vent mesuré par SEAWINDS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,1 01 004,Répéter 1 descripteur 4 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 12 030,"Vent, incertitude formelle, vraisemblance",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,0 21 110,Numéro de sigma-0 du faisceau intérieur (à l'avant du satellite),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 21 027,"Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,0 21 111,Numéro de sigma-0 du faisceau extérieur (à l'avant du satellite),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 21 027,"Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,0 21 112,Numéro de sigma-0 du faisceau intérieur (à l'arrière du satellite),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 21 027,"Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,0 21 113,Numéro de sigma-0 du faisceau extérieur (à l'arrière du satellite),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 026,3 21 027,"Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,3 01 047,(Produits concernant la température de surface de la mer (SST) mesurée par ATSR (SADIST-2)) En-tête de produits de satellite ERS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,1 05 009,Répéter 5 descripteurs 9 fois,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,0 07 021,Hauteur,Cellule de 10 minutes d'arc Angle d'incidence pour la visée au nadir mis à zéro
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,0 12 061,Température de la pellicule superficielle,SST (visée double)
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,0 07 021,Hauteur,Angle d'incidence pour la visée double valeur manquante
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,0 12 061,Température de la pellicule superficielle,SST (visée double)
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,0 21 085,Nombre de bandes transversales de mesure de la température de la mer en surface par ATSR,0-9
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 027,0 21 070,Données sur le degré de confiance du produit concernant la température de surface de la mer (SADIST-2),Indicateur de 23 bits
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,3 01 046,"(Données SEAWINDS transmises par QUIKSCAT) Indicateur d'identification du satellite, direction de déplacement, détecteur, modèle, logiciel, résolution",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,3 01 011,"Année, mois, jour",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,3 01 013,"Heure, minute, seconde",
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,3 01 023,Latitude/longitude (faible précision),
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,0 08 025,Décalage dans le temps,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,2 01 136,Changer le champ de données,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,0 04 006,Seconde,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,2 01 000,Changement du champ de données,Annuler
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,3 12 031,Vent mesuré par SEAWINDS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,3 12 032,Précipitations mesurées par SEAWINDS,
Catégorie 12 — Séquences correspondant à des messages d’observation à un seul niveau (données satellitaires),3 12 028,1 01 004,Répéter 1 descripeur 4 fois,
