TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 01 111,Aéroport de départ,À indiquer en cas de profil de phase ascendante
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 01 112,Aéroport de destination,À indiquer en cas de profil de phase descendante
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,3 01 011,"Année, mois, jour","Date/heure et position du premier niveau du profil (pour le profil de phase ascendante premier rapport / décollage, pour le profil de phase descendante dernier rapport /atterrissage)"
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,3 01 013,"Heure, minute, seconde","Date/heure et position du premier niveau du profil (pour le profil de phase ascendante premier rapport / décollage, pour le profil de phase descendante dernier rapport /atterrissage)"
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,3 01 021,Latitude/longitude (précision élevée),"Date/heure et position du premier niveau du profil (pour le profil de phase ascendante premier rapport / décollage, pour le profil de phase descendante dernier rapport /atterrissage)"
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 08 004,Phase de vol de l'aéronef,Profil de phase ascendante ou descendante
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,1 10 000,Répétition différée de 10 descripteurs,Nombre de niveaux suivants
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,,Données du profil des phases ascendante et descendante d'un vol d'aéronef pour un niveau avec indication de la latitude et de la longitude,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,3 01 011,"Année, mois, jour",Date du message d'observation à un seul niveau
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,3 01 013,"Heure, minute, seconde",Heure du message d'observation à un seul niveau
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,3 11 007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,"Niveau de vol = altitude pression, point de rosée = valeur déduite du rapport de mélange, limitée à Td ≤ T"
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,2 01 144,Changer le champ de données,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,2 02 133,Changer d'échelle,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 13 002,Rapport de mélange,Données initiales mesurées
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,2 02 000,Changement d'échelle,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,2 01 000,Changement du champ de données,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 13 003,Humidité relative,"Valeur déduite du rapport de mélange, limitée à ≤ 100 %"
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 33 026,Qualité de la mesure de l'humidité,"Table de code (indiquer le chiffre du code 10 si Td > T, voir la table de code)"
