TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Table D/02 BUFR,3 02 066,0 20 023,(Phénomènes météorologiques dangereux) Autres phénomènes météorologiques,,
Table D/02 BUFR,3 02 066,0 20 024,Intensité du phénomène,,
Table D/02 BUFR,3 02 066,0 20 027,Apparition du phénomène,,
Table D/02 BUFR,3 02 066,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Table D/02 BUFR,3 02 066,0 20 023,Autres phénomènes météorologiques,,
Table D/02 BUFR,3 02 066,0 20 027,Apparition du phénomène,,
Table D/02 BUFR,3 02 066,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Table D/02 BUFR,3 02 066,0 20 025,Obscurcissement,,
Table D/02 BUFR,3 02 066,0 20 026,Caractéristique de l'obscurcissement,,
Table D/02 BUFR,3 02 066,0 20 027,Apparition du phénomène,,
Table D/02 BUFR,3 02 066,0 20 040,Évolution de la chasse-neige,,
Table D/02 BUFR,3 02 066,0 20 066,Diamètre maximal des grêlons,,
Table D/02 BUFR,3 02 066,0 20 027,Apparition du phénomène,,
Table D/02 BUFR,3 02 066,0 20 021,Type de précipitation,,
Table D/02 BUFR,3 02 066,0 20 067,Diamètre du dépôt,,
Table D/02 BUFR,3 02 066,0 20 027,Apparition du phénomène,,
Table D/02 BUFR,3 02 067,0 01 023,(Paramètres synoptiques supplémentaires) Numéro de la séquence d'observations,= 0 minute,
Table D/02 BUFR,3 02 067,0 04 025,Données «instantanées» supplémentaires Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 067,0 02 177,"Méthode de mesure de l'épaisseur de neige = 0 Observation manuelle, = 1 Ultrasons, = 2 Caméra vidéo, = 3 Laser, = 4-13 En réserve, = 14 Autre, = 15 Valeur manquante",/voir colonne de gauche,
Table D/02 BUFR,3 02 067,1 01 000,Données supplémentaires sur le temps présent Répétition différée de 1 descripteur,"960ww, 961ww",
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 20 003,Temps présent,,
Table D/02 BUFR,3 02 067,1 03 000,Visibilité dans différentes directions Répétition différée de 3 descripteurs,,
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 05 021,Direction ou azimut,981VV-988VV,
Table D/02 BUFR,3 02 067,0 20 001,Visibilité horizontale,VV,
Table D/02 BUFR,3 02 067,0 05 021,Direction ou azimut,Mis à valeur manquante (annuler),
Table D/02 BUFR,3 02 067,1 01 000,Données sur la mer (observations émanant d'une station côtière) Répétition différée de 1 descripteur,"Température de surface de la mer/ de l'eau, méthode de mesure et profondeur sous la surface de l'eau",
Table D/02 BUFR,3 02 067,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 067,3 02 056,Température de la mer/de l'eau,,
Table D/02 BUFR,3 02 067,1 03 000,Répétition différée de 3 descripteurs,,
Table D/02 BUFR,3 02 067,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 067,0 33 041,Caractéristique de la valeur suivante,,
Table D/02 BUFR,3 02 067,0 20 058,Visibilité sur la mer depuis une station côtière,980VVss,
Table D/02 BUFR,3 02 067,0 22 061,État de la mer,924SV,
Table D/02 BUFR,3 02 067,1 01 000,Répétition différée de 1 descripteur,,
Table D/02 BUFR,3 02 067,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 067,3 02 022,Vagues de la mer du vent,,
Table D/02 BUFR,3 02 067,1 01 000,Répétition différée de 1 descripteur,,
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,3 02 023,Vagues de la houle,,
Table D/02 BUFR,3 02 067,1 04 000,Nébulosité Répétition différée de 4 descripteurs,"Da, Dp",
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Table D/02 BUFR,3 02 067,0 20 137,Évolution des nuages,940Cn3,
Table D/02 BUFR,3 02 067,0 20 012,Type de nuage,"941CD, 943CLDP",
Table D/02 BUFR,3 02 067,0 20 090,Nuages spéciaux,993CDa,
Table D/02 BUFR,3 02 067,1 03 000,Répétition différée de 3 descripteurs,,
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,,
Table D/02 BUFR,3 02 067,0 20 137,Évolution des nuages,"948CoDa, 949CaDa",
Table D/02 BUFR,3 02 067,0 20 136,Types de nuages supplémentaires,"950Nmn3, 951Nn4",
Table D/02 BUFR,3 02 067,0 04 025,Données supplémentaires pour la «période» Période ou décalage dans le temps,Période de référence de la neige fraîche,
Table D/02 BUFR,3 02 067,0 13 012,Épaisseur de neige fraîche,,
Table D/02 BUFR,3 02 067,0 04 025,Données supplémentaires sur le vent Période ou décalage dans le temps,= -60 minutes 912ff 902tt 912ff .. obligatoire si ff ≥ 18,
Table D/02 BUFR,3 02 067,0 11 042,Vitesse maximale du vent (vent moyen sur 10 minutes),,
Table D/02 BUFR,3 02 067,1 04 000,Répétition différée de 4 descripteurs,"= 30 Heure d'apparition, = 17 Début du phénomène",
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 08 021,Caractéristique temporelle,,
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,= -xx | 902tt 912ff,
Table D/02 BUFR,3 02 067,0 11 042,Vitesse maximale du vent (vent moyen sur 10 minutes),,
Table D/02 BUFR,3 02 067,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler),
Table D/02 BUFR,3 02 067,1 15 000,Changement significatif de la vitesse et/ou de la direction du vent Répétition différée de 15 descripteurs,"= 30 Heure d'apparition, = 17 Début du phénomène",
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 08 021,Caractéristique temporelle,,
Table D/02 BUFR,3 02 067,0 04 015,Incrément temporel,= -xx1,
Table D/02 BUFR,3 02 067,0 08 021,Caractéristique temporelle,= 2 Moyenne sur la période,
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent",
Table D/02 BUFR,3 02 067,0 11 001,Direction du vent,915dd,
Table D/02 BUFR,3 02 067,0 11 002,Vitesse du vent,913ff,
Table D/02 BUFR,3 02 067,0 08 021,Caractéristique temporelle,= 22 Heure du changement du vent,
Table D/02 BUFR,3 02 067,0 04 015,Incrément temporel,= +xx2,
Table D/02 BUFR,3 02 067,0 08 021,Caractéristique temporelle,= 2 Moyenne sur la période,
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent",
Table D/02 BUFR,3 02 067,0 11 001,Direction du vent,915dd,
Table D/02 BUFR,3 02 067,0 11 002,Vitesse du vent,913ff,
Table D/02 BUFR,3 02 067,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler),
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,= 0 minute,
Table D/02 BUFR,3 02 067,0 04 015,Incrément temporel,= +(xx1-xx2) | Non négatif pour remettre à l'heure,
Table D/02 BUFR,3 02 067,1 03 000,Renseignements supplémentaires sur le temps Répétition différée de 3 descripteurs,"= -xx, c-a-d à partir de",
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,"= -xx, c-a-d jusqu'à",
Table D/02 BUFR,3 02 067,0 20 003,Temps présent,"962ww, 963w₁W₁, 964ww, 965w₁W₁, 966ww, 967w₁W₁",
Table D/02 BUFR,3 02 067,1 10 000,Groupes 9SPSPS psp supplémentaires Répétition différée de 10 descripteurs,"= -xx, c-a-d à partir de",
Table D/02 BUFR,3 02 067,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 067,0 04 025,Période ou décalage dans le temps,"= -xx, c-a-d jusqu'à",
Table D/02 BUFR,3 02 067,0 05 021,Direction ou azimut,"Da, Dp",
Table D/02 BUFR,3 02 067,0 05 021,Direction ou azimut,"Da, Dp",
Table D/02 BUFR,3 02 067,0 20 054,Direction vraie d'où viennent ou dans laquelle sont observés le phénomène indiqué ou les nuages,"Da, Dp",
Table D/02 BUFR,3 02 067,0 20 024,Intensité du phénomène,"= 1 Léger, = 2 Modéré, = 3 Fort, = 4 Violent, = 5 Dangereux",
Table D/02 BUFR,3 02 067,0 20 025,Obscurcissement,,
Table D/02 BUFR,3 02 067,0 20 026,Caractéristique de l'obscurcissement,,
Table D/02 BUFR,3 02 067,0 20 027,Apparition du phénomène,,
Table D/02 BUFR,3 02 067,0 20 063,Phénomènes spéciaux,,
Table D/02 BUFR,3 02 069,0 07 032,(Données sur la visibilité) Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Table D/02 BUFR,3 02 069,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Table D/02 BUFR,3 02 069,0 33 041,Caractéristique de la valeur suivante,,
Table D/02 BUFR,3 02 069,0 20 001,Visibilité horizontale,,
Table D/02 BUFR,3 02 070,0 07 032,(Données sur le vent) Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Table D/02 BUFR,3 02 070,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Table D/02 BUFR,3 02 070,0 11 001,Direction du vent,,
Table D/02 BUFR,3 02 070,0 11 002,Vitesse du vent,,
Table D/02 BUFR,3 02 070,0 11 043,Direction de la rafale maximale,,
Table D/02 BUFR,3 02 070,0 11 041,Vitesse de la rafale maximale,,
Table D/02 BUFR,3 02 070,0 11 016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),,
Table D/02 BUFR,3 02 070,0 11 017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),,
Table D/02 BUFR,3 02 071,0 07 032,(Données sur le vent relevées sur une heure) Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),= 2 Moyenne sur une certaine période,
Table D/02 BUFR,3 02 071,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Table D/02 BUFR,3 02 071,0 08 021,Caractéristique temporelle,,
Table D/02 BUFR,3 02 071,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent, le cas échéant",
Table D/02 BUFR,3 02 071,0 11 001,Direction du vent,Mis à valeur manquante,
Table D/02 BUFR,3 02 071,0 11 002,Vitesse du vent,,
Table D/02 BUFR,3 02 071,0 08 021,Caractéristique temporelle,,
Table D/02 BUFR,3 02 071,1 03 002,Répéter 3 descripteurs 2 fois,"= -10 minutes pour la première répétition, = -60 minutes pour la deuxième répétition",
Table D/02 BUFR,3 02 071,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 071,0 11 043,Direction de la rafale maximale,= -10 minutes,
Table D/02 BUFR,3 02 071,0 11 041,Vitesse de la rafale maximale,,
Table D/02 BUFR,3 02 071,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 071,0 11 016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),,
Table D/02 BUFR,3 02 071,0 11 017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),,
Table D/02 BUFR,3 02 072,0 07 032,(Données sur la température et l'humidité) Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Échelle: 2,
Table D/02 BUFR,3 02 072,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Table D/02 BUFR,3 02 072,0 12 101,Température/température de l'air,,
Table D/02 BUFR,3 02 072,0 12 103,Point de rosée,Échelle: 2,
Table D/02 BUFR,3 02 072,0 13 003,Humidité relative,,
Table D/02 BUFR,3 02 073,0 20 010,(Données sur les nuages) Nébulosité (totale),,
Table D/02 BUFR,3 02 073,1 05 004,Répéter 5 descripteurs 4 fois,,
Table D/02 BUFR,3 02 073,0 08 002,Caractéristique verticale (observations en surface),,
Table D/02 BUFR,3 02 073,0 20 011,Nébulosité,,
Table D/02 BUFR,3 02 073,0 20 012,Type de nuage,,
Table D/02 BUFR,3 02 073,0 33 041,Caractéristique de la valeur suivante,,
Table D/02 BUFR,3 02 073,0 20 013,Hauteur de la base des nuages,,
Table D/02 BUFR,3 02 074,0 20 003,(Temps présent et temps passé) Temps présent,,
Table D/02 BUFR,3 02 074,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 074,0 20 004,Temps passé (1),,
Table D/02 BUFR,3 02 074,0 20 005,Temps passé (2),,
Table D/02 BUFR,3 02 075,0 08 021,"(Intensité des précipitations, taille de l'élément de précipitations) Caractéristique temporelle",= 2 Moyenne sur une certaine période,
Table D/02 BUFR,3 02 075,0 04 025,Période ou décalage dans le temps,= -10 minutes,
Table D/02 BUFR,3 02 075,0 13 055,Intensité des précipitations,Mis à valeur manquante,
Table D/02 BUFR,3 02 075,0 13 058,Diamètre des particules formant les précipitations,,
Table D/02 BUFR,3 02 075,0 08 021,Caractéristique temporelle,,
Table D/02 BUFR,3 02 076,0 20 021,"(Précipitations, obscurcissement et autres phénomènes) Type de précipitation",,
Table D/02 BUFR,3 02 076,0 20 022,Caractéristique de la précipitation,,
Table D/02 BUFR,3 02 076,0 26 020,Durée des précipitations,,
Table D/02 BUFR,3 02 076,0 20 023,Autres phénomènes météorologiques,,
Table D/02 BUFR,3 02 076,0 20 024,Intensité du phénomène,,
Table D/02 BUFR,3 02 076,0 20 025,Obscurcissement,,
Table D/02 BUFR,3 02 076,0 20 026,Caractéristique de l'obscurcissement,,
Table D/02 BUFR,3 02 077,0 07 032,(Données sur les extrêmes de température) Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Échelle: 2,
Table D/02 BUFR,3 02 077,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,,
Table D/02 BUFR,3 02 077,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 077,0 12 111,"Température maximale, à une hauteur et sur une période déterminées",,
Table D/02 BUFR,3 02 077,0 12 112,"Température minimale, à une hauteur et sur une période déterminées",Échelle: 2,
Table D/02 BUFR,3 02 077,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Température au sol,
Table D/02 BUFR,3 02 077,0 04 025,Période ou décalage dans le temps,Échelle: 2 Température au sol,
Table D/02 BUFR,3 02 077,0 12 112,"Température minimale, à une hauteur et sur une période déterminées",,
Table D/02 BUFR,3 02 078,0 02 176,(Mesure de l'état du sol et de la hauteur de la couche de neige) Méthode de mesure de l'état du sol,,
Table D/02 BUFR,3 02 078,0 20 062,État du sol (recouvert ou non d'une couche de neige),,
Table D/02 BUFR,3 02 078,0 02 177,Méthode de mesure de l'épaisseur de neige,,
Table D/02 BUFR,3 02 078,0 13 013,Hauteur totale de la couche de neige,,
Table D/02 BUFR,3 02 079,0 07 032,(Mesure des précipitations) Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Table D/02 BUFR,3 02 079,0 02 175,Méthode de mesure des précipitations,,
Table D/02 BUFR,3 02 079,0 02 178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,,
Table D/02 BUFR,3 02 079,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 079,0 13 011,Quantité totale de précipitations/valeur totale de l'équivalent en eau,,
Table D/02 BUFR,3 02 080,0 02 185,(Mesure de l'évaporation) Méthode de mesure de l'évaporation,,
Table D/02 BUFR,3 02 080,0 04 025,Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 080,0 13 033,Évaporation /évapotranspiration,,
Table D/02 BUFR,3 02 081,0 04 025,(Données sur l'insolation totale) Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 081,0 14 031,Insolation totale,,
Table D/02 BUFR,3 02 082,0 04 025,(Données sur le rayonnement) Période ou décalage dans le temps,,
Table D/02 BUFR,3 02 082,0 14 002,"Rayonnement de grande longueur d'onde, intégré sur une période déterminée",,
Table D/02 BUFR,3 02 082,0 14 004,"Rayonnement de courte longueur d'onde, intégré sur une période déterminée",,
Table D/02 BUFR,3 02 082,0 14 016,"Bilan du rayonnement, intégré sur une période déterminée",,
Table D/02 BUFR,3 02 082,0 14 028,"Rayonnement solaire global (précision élevée), intégré sur une période déterminée",,
Table D/02 BUFR,3 02 082,0 14 029,"Rayonnement solaire diffus (précision élevée), intégré sur une période déterminée",,
Table D/02 BUFR,3 02 082,0 14 030,"Rayonnement solaire direct (précision élevée), intégré sur une période déterminée",,
Table D/02 BUFR,3 02 083,0 04 025,"(Statistiques de premier ordre — données sur la pression, le vent, la température et l'humidité) Période ou décalage dans le temps",Échelle: 2,
Table D/02 BUFR,3 02 083,0 08 023,Statistiques de premier ordre,,
Table D/02 BUFR,3 02 083,0 10 004,Pression,,
Table D/02 BUFR,3 02 083,0 11 001,Direction du vent,,
Table D/02 BUFR,3 02 083,0 11 002,Vitesse du vent,,
Table D/02 BUFR,3 02 083,0 12 101,Température/température de l'air,,
Table D/02 BUFR,3 02 083,0 13 003,Humidité relative,,
Table D/02 BUFR,3 02 083,0 08 023,Statistique de premier ordre,Mis à valeur manquante,
Table D/02 BUFR,3 02 084,3 02 031,(Données «instantanées» de la séquence 3 07 096) Information sur la pression,Mis à valeur manquante (annuler),
Table D/02 BUFR,3 02 084,3 02 072,Données sur la température et l'humidité,,
Table D/02 BUFR,3 02 084,1 03 000,Répétition différée de 3 descripteurs,,
Table D/02 BUFR,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 084,1 01 005,Répéter 1 descripteur 5 fois,,
Table D/02 BUFR,3 02 084,3 07 063,Profondeur sous la surface terrestre et température du sol,,
Table D/02 BUFR,3 02 084,0 07 061,Profondeur sous la surface terrestre,,
Table D/02 BUFR,3 02 084,1 01 000,Données sur la visibilité Répétition différée de 1 descripteur,,
Table D/02 BUFR,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 084,3 02 069,Données sur la visibilité,Mis à valeur manquante (annuler),
Table D/02 BUFR,3 02 084,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Table D/02 BUFR,3 02 084,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler),
Table D/02 BUFR,3 02 084,1 05 000,Données océanographiques Répétition différée de 5 descripteurs,Échelle: 2,
Table D/02 BUFR,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 084,0 20 031,Dépôt de glace (épaisseur),,
Table D/02 BUFR,3 02 084,0 20 032,Vitesse d'accumulation de la galce (estimation),,
Table D/02 BUFR,3 02 084,0 02 038,Méthode de mesure de la température et/ou de la salinité de l'eau,,
Table D/02 BUFR,3 02 084,0 22 043,Température de la mer/de l'eau,,
Table D/02 BUFR,3 02 084,3 02 021,Vagues,,
Table D/02 BUFR,3 02 084,1 01 000,Mesure de l'état du sol et de la hauteur de la couche de neige Répétition différée de 1 descripteur,Échelle: 2,
Table D/02 BUFR,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 084,3 02 078,Mesure de l'état du sol et de la hauteur de la couche de neige,,
Table D/02 BUFR,3 02 084,0 12 113,"Température minimale au sol, au cours des 12 heures précédentes",,
Table D/02 BUFR,3 02 084,1 01 000,Données sur les nuages Répétition différée de 1 descripteur,Mis à valeur manquante (annuler),
Table D/02 BUFR,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 084,3 02 004,Information générale sur les nuages,,
Table D/02 BUFR,3 02 084,1 05 000,Répétition différée de 5 descripteurs,,
Table D/02 BUFR,3 02 084,0 31 001,Facteur de répétition différée du descripteur,,
Table D/02 BUFR,3 02 084,0 08 002,Caractéristique verticale (observations en surface),,
Table D/02 BUFR,3 02 084,0 20 011,Nébulosité,,
Table D/02 BUFR,3 02 084,0 20 012,Type de nuage,,
Table D/02 BUFR,3 02 084,0 33 041,Caractéristique de la valeur suivante,,
Table D/02 BUFR,3 02 084,0 20 013,Hauteur de la base des nuages,,
Table D/02 BUFR,3 02 084,3 02 036,Nuages dont la base se situe sous le niveau de la station,,
Table D/02 BUFR,3 02 084,1 01 000,Direction de la dérive des nuages 6DLDMDH Répétition différée de 1 descripteur,,
Table D/02 BUFR,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 084,3 02 047,Direction de la dérive des nuages,,
Table D/02 BUFR,3 02 084,0 08 002,Caractéristique verticale (observations en surface),,
Table D/02 BUFR,3 02 084,1 01 000,Direction et hauteur des nuages 57CDec Répétition différée de 1 descripteur,,
Table D/02 BUFR,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Table D/02 BUFR,3 02 084,3 02 048,Direction et hauteur des nuages,,
Table D/02 BUFR,3 02 085,1 05 000,Répétition différée de 5 descripteurs,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,0 20 003,Temps présent,
Table D/02 BUFR,3 02 085,1 03 002,Répéter 3 descripteurs 2 fois,
Table D/02 BUFR,3 02 085,0 04 024,Période ou décalage dans le temps,"/voir colonne de gauche
= -1 heure pour la première répétition, = -x heures pour la deuxième répétition, x correspondant à la période de W₁W₂ dans le message SYNOP"
Table D/02 BUFR,3 02 085,0 20 004,Temps passé (1),
Table D/02 BUFR,3 02 085,0 20 005,Temps passé (2),
Table D/02 BUFR,3 02 085,1 01 000,Répétition différée de 1 descripteur,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,3 02 175,"Intensité des précipitations, taille de l'élément de précipitations",
Table D/02 BUFR,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,0 04 025,Période ou décalage dans le temps,= -10 minutes
Table D/02 BUFR,3 02 085,3 02 076,"Précipitations, obscurcissement et autres phénomènes",
Table D/02 BUFR,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,0 04 025,Période ou décalage dans le temps,= -10 minutes
Table D/02 BUFR,3 02 085,0 13 059,Nombre d'éclairs (orage),
Table D/02 BUFR,3 02 085,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Table D/02 BUFR,3 02 085,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,
Table D/02 BUFR,3 02 085,0 08 021,Caractéristique temporelle,= 2 Moyenne sur une certaine période
Table D/02 BUFR,3 02 085,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent"
Table D/02 BUFR,3 02 085,0 11 001,Direction du vent,
Table D/02 BUFR,3 02 085,0 11 002,Vitesse du vent,
Table D/02 BUFR,3 02 085,0 08 021,Caractéristique temporelle,Mis à valeur manquante
Table D/02 BUFR,3 02 085,1 03 003,Répéter 3 descripteurs 3 fois,
Table D/02 BUFR,3 02 085,0 04 025,Période ou décalage dans le temps,"/voir colonne de gauche
= -10 minutes pour la première répétition, = -60 minutes pour la deuxième répétition, = -60x3 ou 60x6 minutes pour la troisième répétition"
Table D/02 BUFR,3 02 085,0 11 043,Direction de la rafale maximale,
Table D/02 BUFR,3 02 085,0 11 041,Vitesse de la rafale maximale,
Table D/02 BUFR,3 02 085,0 04 025,Période ou décalage dans le temps,= -10 minutes
Table D/02 BUFR,3 02 085,0 11 016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),
Table D/02 BUFR,3 02 085,0 11 017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),
Table D/02 BUFR,3 02 085,3 02 077,Données sur les extrêmes de température,
Table D/02 BUFR,3 02 085,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 085,3 02 041,Données sur les températures extrêmes,
Table D/02 BUFR,3 02 085,1 06 000,Répétition différée de 6 descripteurs,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Table D/02 BUFR,3 02 085,0 02 175,Méthode de mesure des précipitations,
Table D/02 BUFR,3 02 085,0 02 178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,
Table D/02 BUFR,3 02 085,1 02 005,Répéter 2 descripteurs 5 fois,
Table D/02 BUFR,3 02 085,0 04 024,Période ou décalage dans le temps,"= -1 heure pour la première répétition, = -3, -6, -12 et -24 heures pour les autres répétitions"
Table D/02 BUFR,3 02 085,0 13 011,Précipitations totales/valeur totale de l'équivalent en eau,
Table D/02 BUFR,3 02 085,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 085,1 03 000,Répétition différée de 3 descripteurs,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,0 02 185,Méthode de mesure de l'évaporation,
Table D/02 BUFR,3 02 085,1 01 002,Répéter 1 descripteur 2 fois,
Table D/02 BUFR,3 02 085,3 02 044,Données sur l'évaporation,
Table D/02 BUFR,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,1 01 002,Répéter 1 descripteur 2 fois,
Table D/02 BUFR,3 02 085,3 02 039,Données sur l'insolation (sur une période d'une heure et de 24 heures),
Table D/02 BUFR,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,1 01 002,Répéter 1 descripteur 2 fois,
Table D/02 BUFR,3 02 085,3 02 045,Données sur le rayonnement (sur une période d'une heure et de 24 heures),
Table D/02 BUFR,3 02 085,1 01 000,Répétition différée de 1 descripteur,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,3 02 046,Variation de température,
Table D/02 BUFR,3 02 085,1 01 000,Répétition différée de 1 descripteur,
Table D/02 BUFR,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Table D/02 BUFR,3 02 085,3 02 083,"Statistiques de premier ordre - données sur la pression, le vent, la température et l'humidité",
Table D/02 BUFR,3 02 089,0 20 101,Nom de l'acridien,Lc
Table D/02 BUFR,3 02 089,0 20 102,Couleur de l'acridien (maturité),Lo
Table D/02 BUFR,3 02 089,0 20 103,Stade de développement des acridiens,La
Table D/02 BUFR,3 02 089,0 20 104,Degré d'organisation de l'essaim ou de la bande d'acridiens,Lg
