TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 002,0 07 002,Hauteur ou altitude,Niveau de vol (base de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 002,0 07 002,Hauteur ou altitude,Niveau de vol (sommet de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,1 10 000,(Courant-jet) Répétition différée de 10 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 08 011,Caractéristique météorologique,Valeur pour courant-jet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 08 007,Caractéristique dimensionnelle,Valeur pour ligne
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,1 04 000,Répétition différée de 4 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 10 002,Hauteur,Niveau de vol
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 11 002,Vitesse du vent,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 003,0 08 011,Caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,1 11 000,(Turbulence) Répétition différée de 11 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 08 011,Caractéristique météorologique,Valeur pour turbulence
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 08 007,Caractéristique dimensionnelle,Valeur pour zone
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 07 002,Hauteur ou altitude,Niveau de vol (base de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 07 002,Hauteur ou altitude,Niveau de vol (sommet de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 11 031,Degré de turbulence (voir note 1),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 004,0 08 011,Caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,1 08 000,(Tempête) Répétition différée de 8 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 08 005,Signification de la caractéristique météorologique,Centre de la tempête
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 08 007,Caractéristique dimensionnelle,Valeur pour point
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 01 026,Nom OMM de la tempête,"Utiliser ""UNKNOWN"" pour une tempête de sable"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 19 001,Type de la caractéristique synoptique,Valeur pour type de tempête
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 005,0 08 005,Signification de la caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,1 12 000,(Nuages) Répétition différée de 12 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 08 011,Caractéristique météorologique,Valeur pour les nuages
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 08 007,Caractéristique dimensionnelle,Valeur pour zone
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 07 002,Hauteur ou altitude,Niveau de vol (base de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 07 002,Hauteur ou altitude,Niveau de vol (sommet de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 20 011,Nébulosité (voir note 2),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 20 012,Type de nuage,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 006,0 08 011,Caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,1 10 000,(Front) Répétition différée de 10 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 08 011,Caractéristique météorologique (voir note 3),Valeur pour type de fond
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 08 007,Caractéristique dimensionnelle,Valeur pour ligne
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,1 04 000,Répétition différée de 4 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 007,0 08 011,Caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,1 11 000,(Tropopause) Répétition différée de 11 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 08 001,Caractéristique correspondant à des données de sondage vertical,Bit 3 mis à 1 pour tropopause
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 08 007,Caractéristique dimensionnelle,Valeur pour point
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 08 023,Statistiques de premier ordre (voir note 4),Valeur pour type de tropopause
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,1 03 000,Répétition différée de 3 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 10 002,Hauteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 08 023,Statistiques de premier ordre,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 008,0 08 001,Caractéristique correspondant à des données de sondage vertical,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,1 11 000,(Zone de givrage d'aéronef) Répétition différée de 11 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 08 011,Caractéristique météorologique,Valeur pour givrage d'aéronef
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 08 007,Caractéristique dimensionnelle,Valeur pour zone
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 07 002,Hauteur ou altitude,Niveau de vol (base de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 07 002,Hauteur ou altitude,Niveau de vol (sommet de la couche)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 20 041,Givrage d'aéronef,Type de givrage d'aéronef
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 009,0 08 011,Caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,1 07 000,(Nom de la caractéristique) Répétition différée de 7 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 08 011,Caractéristique météorologique,Valeur pour point
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 08 007,Caractéristique dimensionnelle,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 01 022,Nom de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 010,0 08 011,Caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,1 17 000,(Volcan en éruption) Répétition différée de 17 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 08 011,Caractéristique météorologique,Valeur pour nuages spéciaux
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 01 022,Nom de la caractéristique,Nom du volcan
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 08 007,Caractéristique dimensionnelle,Valeur pour point
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 08 021,Caractéristique temporelle,Heure du début de l'éruption
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 04 001,Année,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 04 002,Mois,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 04 003,Jour,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 04 004,Heure,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 04 005,Minute,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 20 090,Nuages spéciaux,Nuages engendrés par les éruptions
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 08 021,Caractéristique temporelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 08 007,Caractéristique dimensionnelle,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 011,0 08 011,Caractéristique météorologique,Annuler | Fin d'objet
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 020,0 01 033,(Identification de la tempête tropicale) Identification du centre d'origine/ de production,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 020,0 01 025,Indicateur de la tempête,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 020,0 01 027,Nom OMM complet de la tempête,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 020,3 01 011,"Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 020,3 01 012,"Heure, minute",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,3 01 023,(Données d'analyse) Latitude/longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 02 041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 001,Type de la caractéristique synoptique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 007,Rayon réel de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 008,Extension verticale de la circulation,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 08 005,Signification de la caractéristique météorologique,= 1 Centre de la tempête
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 10 004,Pression,Centre de la tempête selon le qualificatif de signification précédent
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 08 005,Signification de la caractéristique météorologique,= 2 Limite extérieure ou bord de la caractéristique
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 10 004,Pression,Limite extérieure
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 007,Rayon réel de la caractéristique,Limite extérieure
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 08 005,Signification de la caractéristique météorologique,= 3 Emplacement du vent maximal
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 08 021,Caractéristique temporelle,Moyennée dans le temps
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 04 075,Période ou décalage dans le temps de courte durée,Minutes
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 11 040,Vitesse maximale du vent (vent moyen),Vent maximal
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 007,Rayon réel de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,1 05 004,Répéter 5 descripteurs 4 fois,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 05 021,Direction ou azimut,Début
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 05 021,Direction ou azimut,Fin
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,1 02 002,Répéter 2 descripteurs 2 fois,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 003,Seuil de vitesse du vent,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 021,0 19 004,Rayon réel pour les vitesses du vent supérieures au seuil,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 01 032,(Données de prévision) Application de production,"Nom du modèle de PNT, etc., table de code définie par le centre d'origine/ de production"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 02 041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 19 001,Type de la caractéristique synoptique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 19 010,Méthode d'obtention du centre de la caractéristique synoptique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,1 18 000,Répétition différée de 18 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 08 021,Caractéristique temporelle,Prévision
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 04 014,Incrément temporel,Heures
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 08 005,Signification de la caractéristique météorologique,Caractéristique synoptique de surface
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,3 01 023,Latitude/longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 10 004,Pression,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 11 041,Vitesse de la rafale maximale,Utilisé par exemple aux États-Unis
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 08 021,Caractéristique temporelle,Temps moyenné de la prévision
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 04 075,Période ou décalage dans le temps de courte durée,Minutes
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 11 040,Vitesse maximale du vent (vent moyen),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 19 008,Extension verticale de la circulation,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,1 05 004,Répéter 5 descripteurs 4 fois,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 05 021,Direction ou azimut,Début
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 05 021,Direction ou azimut,Fin
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,1 02 002,Répéter 2 descripteurs 2 fois,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 19 003,Seuil de vitesse du vent,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 022,0 19 004,Rayon réel pour les vitesses du vent supérieures au seuil,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 026,3 16 020,(Informations sur l'analyse de la tempête tropicale) Identification de la tempête tropicale,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 026,3 16 021,Données d'analyse,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 027,3 16 020,(Informations sur la prévision de la tempête tropicale) Identification de la tempête tropicale,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 027,3 16 022,Données de prévision,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,3 01 014,(En-tête SIGMET) Période,De validité du message SIGMET
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 01 037,Numéro de la séquence SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 10 064,Niveau de croisière - SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 08 019,Indicateur d'identification du centre suivant,= 1 Organismes ATS desservant la FIR
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 01 062,Indicateur court d'emplacement OACI,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 08 019,Indicateur d'identification du centre suivant,"= 2 FIR, = 3 UIR, = 4 CTA"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 01 065,Indicatif de la région OACI,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 08 019,Indicateur d'identification du centre suivant,= 6 MWO
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 01 062,Indicateur court d'emplacement OACI,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 030,0 08 019,Indicateur d'identification du centre suivant,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,0 08 021,"(SIGMET, Emplacement du phénomène observé ou prévu et déplacement) Caractéristique temporelle","= 16 Analyse, = 4 Prévision"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,3 01 011,"Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,3 01 012,"Heure, minute",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,3 01 027,Description d'une caractéristique météorologique en trois ou en deux dimensions,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,0 20 028,Changement d'intensité prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 031,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 032,0 08 021,"(SIGMET, Emplacement du phénomène prévu) Caractéristique temporelle",= 4 Prévision
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 032,3 01 011,"Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 032,3 01 012,"Heure, minute",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 032,3 01 027,Description d'une caractéristique météorologique en trois ou en deux dimensions,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 032,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 033,0 08 021,"(SIGMET, Évolution probable) Caractéristique temporelle",= 4 Prévision
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 033,3 01 011,"Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 033,3 01 012,"Heure, minute",
