TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 033,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 033,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 033,3 01 027,Description d'une caractéristique météorologique en trois ou en deux dimensions,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 033,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 08 079,(Cendres volcaniques — SIGMET) Catégorie de produit,"= 0 Diffusion normale, = 1 Correction"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,3 16 030,En-tête SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 08 011,Caractéristique météorologique,= 17 Volcan
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 01 022,Nom de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 08 007,Caractéristique dimensionnelle,= 0 Point
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,3 01 023,Latitude/longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 08 007,Caractéristique dimensionnelle,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 20 090,Nuages spéciaux,= 5 Nuages provoqués par des éruptions volcaniques
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,3 16 031,"SIGMET, Emplacement du phénomène observé ou prévu et déplacement",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,3 16 032,"SIGMET, Emplacement du phénomène prévu",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,3 16 033,"SIGMET, Évolution probable",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 034,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,0 08 079,(Orage – SIGMET) Catégorie de produit,"= 0 Diffusion normale, = 1 Correction"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,3 16 030,En-tête SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,0 08 011,Caractéristique météorologique,= 21 Orage
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,0 20 023,Autres phénomènes météorologiques,Bit 2 = grains ou les 18 bits mis à 1 = valeur manquante
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,0 20 021,Type de précipitation,Bit 14 = grêle ou les 30 bits mis à 1 = valeur manquante
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,0 20 008,"Répartition des nuages, pour l'aviation","= 15 OBSC, = 16 EMBD, = 12 FRQ, = 31 Valeur manquante"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,3 16 031,"SIGMET, Emplacement du phénomène observé ou prévu et déplacement",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 035,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,0 08 079,(Cyclone tropical – SIGMET) Catégorie de produit,"= 0 Diffusion normale, = 1 Correction"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,3 16 030,En-tête SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,0 08 011,Caractéristique météorologique,= 22 Cyclone tropical
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,0 01 027,Nom OMM complet de la tempête,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,3 16 031,"SIGMET, Emplacement du phénomène observé ou prévu et déplacement",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,3 16 032,"SIGMET, Emplacement du phénomène prévu",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,3 16 033,"SIGMET, Évolution probable",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 036,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 037,0 08 079,(Turbulence — SIGMET) Catégorie de produit,"= 0 Diffusion normale, = 1 Correction"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 037,3 16 030,En-tête SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 037,0 08 011,Caractéristique météorologique,= 13 Turbulence
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 037,0 11 031,Degré de turbulence,"= 10 Turbulence modérée, = 11 Turbulence forte"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 037,3 16 031,"SIGMET, Emplacement du phénomène observé ou prévu et déplacement",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 037,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 037,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,0 08 079,(Givrage – SIGMET) Catégorie de produit,"= 0 Diffusion normale, = 1 Correction"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,3 16 030,En-tête SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,0 08 011,Caractéristique météorologique,= 15 Givrage d'aéronef
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,0 20 041,Givrage d'aéronef,= 7 Givrage fort
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,0 20 021,Type de précipitation,Bit 3 = précipitation liquide avec congélation ou les 30 bits mis à 1 = valeur manquante
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,3 16 031,"SIGMET, Emplacement du phénomène observé ou prévu et déplacement",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 038,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 039,0 08 079,"(Onde orographique, tempête de poussière ou tempête de sable — SIGMET) Catégorie de produit","= 0 Diffusion normale, = 1 Correction"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 039,3 16 030,En-tête SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 039,0 08 011,Caractéristique météorologique,"= 23 Onde orographique, = 24 Tempête de poussière, = 25 Tempête de sable"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 039,0 20 024,Intensité du phénomène,"= 3 Fort, = 5 Dangereux"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 039,3 16 031,"SIGMET, Emplacement du phénomène observé ou prévu et déplacement",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 039,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 039,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 040,3 16 030,(Annulation d'un message SIGMET) En-tête SIGMET,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 040,0 08 079,Catégorie de produit,= 4 Annulation
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 040,3 01 014,Période,De validité du message SIGMET à annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 040,0 01 037,Numéro de la séquence SIGMET,Du message SIGMET à annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 040,0 10 064,Niveau de croisière - SIGMET,Du message SIGMET à annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 040,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,3 01 001,(Modèle pour les données RADOB — Partie A: Données relatives aux cyclones tropicaux) Indicateur régional OMM et chiffre indicatif OMM de la station,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,3 01 011,"Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,3 01 012,"Heure, minute",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 02 160,Longueur d'onde sur laquelle fonctionne le radar,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 08 005,Signification de la caractéristique météorologique,= 1
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 08 005,Signification de la caractéristique météorologique,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 100,Période pour laquelle a été calculé le déplacement du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 101,Précision de la position du centre du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 102,Configuration et définition de l'œil du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 103,Diamètre ou longueur de l'axe principal de l'oeil du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 104,Évolution du caractère de l'œil durant les 30 minutes précédentes,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 050,0 19 105,Distance entre l'extrémité de la bande en spirale et le centre du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,3 01 005,(Modèle pour les données SAREP — Partie A: Données relatives aux cyclones tropicaux) Centre d'origine/centre secondaire,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,3 01 011,"Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,3 01 012,"Heure, minute",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 01 007,Indicateur d'identification du satellite,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 25 150,Méthode d'analyse de l'intensité du cyclone tropical par les images de satellite,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,1 22 000,Répétition différée de 22 descripteurs,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 01 027,Nom OMM complet de la tempête,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 150,Nombre international commun des typhons (Comité des typhons),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 106,Numéro d'identification du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 08 005,Signification de la caractéristique météorologique,= 1
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 08 005,Signification de la caractéristique météorologique,Annuler
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 107,Période sur laquelle a été calculé le déplacement du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 108,Précision de la position géographique du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 109,Diamètre moyen de la couverture nuageuse du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 110,"Variation apparente de l'intensité du cyclone tropical, à 24 heures d'intervalle",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 111,Nombre Cl (intensité courante) du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 112,Nombre T (tropical) pour les données (DT) au sujet du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 113,Configuration nuageuse correspondant au nombre DT,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 114,Nombre T attendu du modèle (MET) pour le cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 115,"Tendance sur les 24 heures précédentes (+: intensification, -: affaiblissement)",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 116,Nombre T de la configuration (PT) du cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 117,Type d'image de nuages correspondant au nombre PT,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 118,Nombre T final pour le cyclone tropical,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 052,0 19 119,Type du nombre T final,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,3 01 011,"(Définition d'une ligne de grain (3 points: centre, nord, sud) et trajectoire et évolution prévues) Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,3 01 012,"Heure, minute",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 05 002,Position du centre de la ligne de grain Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 05 002,"Amplitude du phénomène, de son point le plus éloigné à son centre – Côté nord Latitude (faible précision)",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 05 002,"Amplitude du phénomène, de son point le plus éloigné à son centre – Côté sud Latitude (faible précision)",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 04 074,"Amplitude du phénomène, de son point le plus éloigné à son centre – Évolution Période ou décalage dans le temps de courte durée",Période de validité
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 20 048,Évolution du phénomène,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 11 041,Vitesse de la rafale maximale,Rafale maximale prévue
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 060,0 13 055,Intensité des précipitations,Intensité des précipitations prévue
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,3 01 011,"(Définition d'une ligne de grain (centre et plusieurs points: nord et sud) et trajectoire et évolution prévues) Année, mois, jour",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,3 01 012,"Heure, minute",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 05 002,Position du centre de la ligne de grain Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 19 005,Direction de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 19 006,Vitesse de déplacement de la caractéristique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,1 02 000,"Amplitude du phénomène, de son point le plus éloigné à son centre – Côté nord Répétition différée de 2 descripteurs",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,1 02 000,"Amplitude du phénomène, de son point le plus éloigné à son centre – Côté sud Répétition différée de 2 descripteurs",
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 05 002,Latitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 06 002,Longitude (faible précision),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 04 074,"Amplitude du phénomène, de son point le plus éloigné à son centre – Évolution Période ou décalage dans le temps de courte durée",Période de validité
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 20 048,Évolution du phénomène,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 11 041,Vitesse de la rafale maximale,Rafale maximale prévue
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 061,0 13 055,Intensité des précipitations,Intensité des précipitations prévue
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 071,3 01 014,(AIRMET graphique Sierra) Période,Pendant laquelle l'AIRMET est valable
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 071,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 071,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 071,3 16 075,GFA - Plafond et visibilité IFR*,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 071,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 071,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 071,3 16 076,GFA - Obscurcissement des montagnes,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,3 01 014,(AIRMET graphique Tango) Période,Pendant laquelle l'AIRMET est valable
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,3 16 077,GFA - Turbulence,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,3 16 078,GFA - Vent de surface fort,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 072,3 16 079,GFA - Cisaillement du vent à bas niveau,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 073,3 01 014,(AIRMET graphique Zulu) Période,Pendant laquelle l'AIRMET est valable
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 073,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 073,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 073,3 16 080,GFA - Givrage,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 073,1 01 000,Répétition différée de 1 descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 073,0 31 002,Facteur élargi de répétition différée du descripteur,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 073,3 16 081,GFA - Isotherme 0 °C,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 074,0 01 039,(Indicateur GFA et emplacement du phénomène observé/prévu) Numéro de séquence des prévisions de zone sous forme graphique (GFA),
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 074,0 08 021,Caractéristique temporelle,"= 4 Prévision, = 16 Analyse"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 074,3 01 014,Période,Pendant laquelle le risque est observé/prévu
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 074,3 01 027,Description d'une caractéristique météorologique en trois ou en deux dimensions,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 074,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 08 079,(GFA - Plafond et visibilité IFR) Catégorie de produit,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 08 041,Caractéristique des données,= 8 Plafond et visibilité IFR
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,3 16 074,Indicateur GFA et emplacement du phénomène observé/prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 20 006,Règles de vol,= 1 IFR
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 33 042,Type de limite représentée par la valeur qui suit,"= 2 Limite supérieure exclue, = 7 Valeur manquante"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 20 013,Hauteur de la base des nuages,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 33 042,Type de limite représentée par la valeur qui suit,"= 2 Limite supérieure exclue, = 7 Valeur manquante"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 20 001,Visibilité horizontale,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 20 025,Obscurcissement,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 20 026,Caractéristique de l'obscurcissement,"= 6 Chasse-poussière/sable/neige, = 15 Valeur manquante"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 08 041,Caractéristique des données,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 075,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,0 08 079,(GFA - Obscurcissement des montagnes) Catégorie de produit,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,0 08 041,Caractéristique des données,= 9 Obscurcissement des montagnes
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,3 16 074,Indicateur GFA et emplacement du phénomène observé/prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,0 20 006,Règles de vol,= 1 IFR
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,0 20 025,Obscurcissement,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,0 20 026,Caractéristique de l'obscurcissement,"= 6 Chasse-poussière/sable/neige, = 15 Valeur manquante"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,0 08 041,Caractéristique des données,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 076,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 077,0 08 079,(GFA - Turbulence) Catégorie de produit,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL = 13 Turbulence"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 077,0 08 011,Caractéristique météorologique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 077,3 16 074,Indicateur GFA et emplacement du phénomène observé/prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 077,0 11 031,Degré de turbulence,= 6 Modérée
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 077,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 077,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 078,0 08 079,(GFA - Vent de surface fort) Catégorie de produit,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL = 10 Vent de surface fort"
